fold,test_auc,test_acc,test_f1,val_auc,val_acc,balanced_acc,sensitivity,specificity,pr_auc
1,0.9723011363636364,0.9226804123711341,0.9148001756697408,0.9515861742424242,0.9072164948453608,0.9193892045454546,0.9090909090909091,0.9296875,0.9447091648091265
