metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9723011363636364,0.9148001756697408,0.9226804123711341,0.9515861742424242,0.9193892045454546,0.9090909090909091,0.9296875,0.9447091648091265
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
