fold,test_auc,test_acc,test_f1,val_auc,val_acc
1,0.9100112485939258,0.8765432098765432,0.8177727784026997,0.8796400449943756,0.8827160493827161
2,0.9280089988751405,0.8765432098765432,0.7899922219341458,0.9010123734533183,0.8827160493827161
3,0.8578177727784027,0.8580246913580247,0.7733990147783252,0.9064116985376828,0.9074074074074074
4,0.9178852643419573,0.8827160493827161,0.8250639386189258,0.953880764904387,0.9382716049382716
5,0.9113610798650169,0.8580246913580247,0.8004819277108434,0.8986501687289089,0.9012345679012346
