branch,available,num_samples,logit_space,acc,balanced_acc,macro_f1,auc,pr_auc
full,True,193,post_calibration,0.9067357512953368,0.9109401097590073,0.8991289198606272,0.964924838940587,0.9160939818789701
concept_only,True,193,post_calibration,0.917098445595855,0.9224528752087807,0.9103368176538909,0.9693390598902409,0.9359545968743432
full_without_visual,True,193,post_calibration,0.917098445595855,0.9224528752087807,0.9103368176538909,0.9693390598902409,0.9359545968743432
visual_only,True,193,post_calibration,0.917098445595855,0.9224528752087807,0.9103368176538909,0.9514435695538057,0.8656299358035693
low_only,True,193,post_calibration,0.8134715025906736,0.8218802195180148,0.802748126277538,0.8884514435695539,0.8005360860040731
high_only,True,193,post_calibration,0.9119170984455959,0.9075996182295395,0.9031724952043677,0.9759007396802672,0.9468040886736783
csg_only,True,193,post_calibration,0.5129533678756477,0.4443450250536865,0.4415784289583846,0.4033643521832498,0.30946630247115026
