metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9649621212121212,0.7007931844888367,0.7835051546391752,0.9525331439393938,0.6854876893939394,0.3787878787878788,0.9921875,0.9308733144479401
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
