metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.963208786062529,0.9069305762526179,0.9163239143208163,0.9636650904612585,0.9066456010703462,0.8760741745816374,0.9372170275590552,0.9274109493955457
std,0.016735999110396863,0.02228545610741123,0.019929454438144093,0.016827261347047113,0.02208308950367218,0.03524769934059603,0.021614977736271763,0.033440014477251485
