,folds,test_auc,test_acc,test_f1,val_auc,balanced_acc,sensitivity,specificity,pr_auc
0,0,0.9615293560606061,0.9175257731958762,0.9088024444705606,0.913470643939394,0.911813446969697,0.8939393939393939,0.9296875,0.9312376733865837
1,1,0.9457859848484849,0.9072164948453608,0.8958855098389982,0.9903631449053942,0.8929924242424243,0.8484848484848485,0.9375,0.9048831656744782
2,2,0.9902456222822893,0.9484536082474226,0.9421586165772213,0.9417800047721308,0.9359501704078035,0.8955223880597015,0.9763779527559056,0.9792089747103572
3,3,0.952755905511811,0.8860103626943006,0.8767131242740999,0.9565139584824625,0.8879145788594607,0.8939393939393939,0.8818897637795275,0.905074977816387
4,4,0.938081603435934,0.8911917098445595,0.877748620034386,0.9778645833333333,0.8736578382247674,0.8181818181818182,0.9291338582677166,0.8915823046950649
