slide_id,has_5x_feature,has_20x_feature,low_coord_key,high_coord_key,low_coords_present,high_coords_present,has_both_coords,low_coords_shape,high_coords_shape,low_coords_dtype,high_coords_dtype,low_coords_count,high_coords_count,low_duplicate_count,high_duplicate_count,low_has_negative_coords,high_has_negative_coords,low_has_nan_or_inf,high_has_nan_or_inf,low_has_extreme_coords,high_has_extreme_coords,low_coord_min_x,low_coord_min_y,low_coord_max_x,low_coord_max_y,high_coord_min_x,high_coord_min_y,high_coord_max_x,high_coord_max_y,low_raw_coord_has_file,high_raw_coord_has_file,low_patch_level,high_patch_level,low_patch_size,high_patch_size,low_downsample_x,low_downsample_y,high_downsample_x,high_downsample_y
2474704-B2,True,True,coords,coords,True,True,True,"[144, 2]","[2111, 2]",int64,int64,144,2111,0,0,False,False,False,False,False,False,7649.0,6577.0,99417.0,69185.0,7649.0,6577.0,101465.0,71233.0,True,True,2.0,1.0,256.0,256.0,16.002208480565372,16.002780536246277,4.000110411836149,4.000099290075957
2474718-B4,True,True,coords,coords,True,True,True,"[154, 2]","[2123, 2]",int64,int64,154,2123,0,0,False,False,False,False,False,False,7840.0,6833.0,112019.0,56705.0,7840.0,6833.0,115091.0,58753.0,True,True,2.0,1.0,256.0,256.0,16.000784724038713,16.002818886539817,4.0000653915317965,4.0
2474721-B,True,True,coords,coords,True,True,True,"[309, 2]","[4548, 2]",int64,int64,309,4548,0,0,False,False,False,False,False,False,9328.0,6624.0,126772.0,78656.0,9328.0,6624.0,127796.0,81912.0,True,True,2.0,1.0,256.0,256.0,16.000949667616336,16.001647748077627,4.0,4.000045766590389
2474739-B2,True,True,coords,coords,True,True,True,"[315, 2]","[4727, 2]",int64,int64,315,4727,0,0,False,False,False,False,False,False,7824.0,6352.0,131895.0,69888.0,7824.0,6352.0,134967.0,72960.0,True,True,2.0,1.0,256.0,256.0,16.001444283968446,16.00077881619938,4.000027772377593,4.0
2474901-B,True,True,coords,coords,True,True,True,"[250, 2]","[3626, 2]",int64,int64,250,3626,0,0,False,False,False,False,False,False,7952.0,6848.0,130622.0,59639.0,7952.0,6848.0,133694.0,63735.0,True,True,2.0,1.0,256.0,256.0,16.001783378908573,16.002230649118893,4.000089160995037,4.000111520017843
2475011-B2,True,True,coords,coords,True,True,True,"[183, 2]","[2646, 2]",int64,int64,183,2646,0,0,False,False,False,False,False,False,7856.0,6816.0,102912.0,64160.0,7856.0,6816.0,104960.0,65184.0,True,True,2.0,1.0,256.0,256.0,16.00014146272457,16.001047778709136,4.000035365681143,4.000052386191
2475022-B,True,True,coords,coords,True,True,True,"[224, 2]","[3274, 2]",int64,int64,224,3274,0,0,False,False,False,False,False,False,8544.0,6352.0,118433.0,74657.0,8544.0,6352.0,126833.0,76705.0,True,True,2.0,1.0,256.0,256.0,16.000251256281405,16.002280935183425,4.000062814070351,4.0
2475126-B2,True,True,coords,coords,True,True,True,"[231, 2]","[3334, 2]",int64,int64,231,3334,0,0,False,False,False,False,False,False,7744.0,11472.0,126310.0,76545.0,7744.0,11472.0,128358.0,78032.0,True,True,2.0,1.0,256.0,256.0,16.001490947816826,16.000382848392036,4.000053243883609,4.000095712098009
2475159-B,True,True,coords,coords,True,True,True,"[178, 2]","[2588, 2]",int64,int64,178,2588,0,0,False,False,False,False,False,False,7792.0,6768.0,102053.0,56288.0,7792.0,6768.0,104101.0,58992.0,True,True,2.0,1.0,256.0,256.0,16.001435132032146,16.000433933608157,4.000071751452967,4.000108483402039
2475184-B2,True,True,coords,coords,True,True,True,"[243, 2]","[3242, 2]",int64,int64,243,3242,0,0,False,False,False,False,False,False,7696.0,1008.0,108162.0,72480.0,7696.0,1008.0,110210.0,73504.0,True,True,2.0,1.0,256.0,256.0,16.000665956313266,16.002899671370578,4.000033296706956,4.0001449625513406
2475349-B2,True,True,coords,coords,True,True,True,"[132, 2]","[1861, 2]",int64,int64,132,1861,0,0,False,False,False,False,False,False,9616.0,17921.0,116870.0,74882.0,9424.0,8416.0,139098.0,77954.0,True,True,2.0,1.0,256.0,256.0,16.00126074498567,16.001471399668937,4.0000859549596015,4.0
2476242-B2,True,True,coords,coords,True,True,True,"[240, 2]","[3500, 2]",int64,int64,240,3500,0,0,False,False,False,False,False,False,7776.0,6225.0,142228.0,78331.0,7776.0,6225.0,144276.0,78331.0,True,True,2.0,1.0,256.0,256.0,16.00077442194933,16.00264850548619,4.000082971485466,4.000094576062798
2476250-B2,True,True,coords,coords,True,True,True,"[79, 2]","[1047, 2]",int64,int64,79,1047,0,0,False,False,False,False,False,False,7952.0,27552.0,99414.0,65008.0,7952.0,9232.0,109848.0,66032.0,True,True,2.0,1.0,256.0,256.0,16.00129626962408,16.0,4.000036004896666,4.0
2476252-B2,True,True,coords,coords,True,True,True,"[120, 2]","[1594, 2]",int64,int64,120,1594,0,0,False,False,False,False,False,False,8576.0,6593.0,107713.0,55122.0,8208.0,6593.0,109761.0,56146.0,True,True,2.0,1.0,256.0,256.0,16.000272294077604,16.00369822485207,4.000068073519401,4.000184877056757
2476295-B3,True,True,coords,coords,True,True,True,"[249, 2]","[3732, 2]",int64,int64,249,3732,0,0,False,False,False,False,False,False,8192.0,6672.0,131923.0,71312.0,8192.0,224.0,135187.0,71312.0,True,True,2.0,1.0,256.0,256.0,16.000471309060917,16.000206825232677,4.0,4.000051706308169
2476358-B2,True,True,coords,coords,True,True,True,"[212, 2]","[3078, 2]",int64,int64,212,3078,0,0,False,False,False,False,False,False,7984.0,6784.0,111895.0,64448.0,7984.0,6784.0,113943.0,67520.0,True,True,2.0,1.0,256.0,256.0,16.0017031311411,16.0,4.0000327493040775,4.0
2476376-B2,True,True,coords,coords,True,True,True,"[262, 2]","[3675, 2]",int64,int64,262,3675,0,0,False,False,False,False,False,False,9104.0,1120.0,149826.0,77024.0,9104.0,1120.0,150082.0,78048.0,True,True,2.0,1.0,256.0,256.0,16.00030873726459,16.0,4.000077184316147,4.0
2476391-B2,True,True,coords,coords,True,True,True,"[154, 2]","[2214, 2]",int64,int64,154,2214,0,0,False,False,False,False,False,False,11936.0,6736.0,122321.0,51792.0,7840.0,6736.0,126417.0,53840.0,True,True,2.0,1.0,256.0,256.0,16.000359324469997,16.001966085033178,4.000089831117499,4.0
2476681-B2,True,True,coords,coords,True,True,True,"[172, 2]","[2291, 2]",int64,int64,172,2291,0,0,False,False,False,False,False,False,7696.0,11537.0,119971.0,60689.0,7696.0,11537.0,120995.0,62737.0,True,True,2.0,1.0,256.0,256.0,16.000624219725342,16.002661934338953,4.000031210012172,4.0
2476750-B,True,True,coords,coords,True,True,True,"[320, 2]","[4596, 2]",int64,int64,320,4596,0,0,False,False,False,False,False,False,9296.0,6400.0,134298.0,81713.0,9296.0,6400.0,138394.0,83761.0,False,False,,,,,,,,
2476834-B3,True,True,coords,coords,True,True,True,"[303, 2]","[4328, 2]",int64,int64,303,4328,0,0,False,False,False,False,False,False,9936.0,6144.0,131745.0,79872.0,9936.0,6144.0,132914.0,82849.0,True,True,2.0,1.0,256.0,256.0,16.000359324469997,16.002004738472753,4.000089831117499,4.000136674259681
2476856-B2,True,True,coords,coords,True,True,True,"[260, 2]","[3535, 2]",int64,int64,260,3535,0,0,False,False,False,False,False,False,8256.0,6576.0,138505.0,82161.0,8256.0,6576.0,138921.0,83185.0,True,True,2.0,1.0,256.0,256.0,16.00113147770989,16.002004738472753,4.000056570685071,4.000136674259681
2476983-B,True,True,coords,coords,True,True,True,"[178, 2]","[2273, 2]",int64,int64,178,2273,0,0,False,False,False,False,False,False,18529.0,6816.0,124788.0,65297.0,18529.0,6816.0,125812.0,69889.0,False,False,,,,,,,,
2476984-B2,True,True,coords,coords,True,True,True,"[79, 2]","[1070, 2]",int64,int64,79,1070,0,0,False,False,False,False,False,False,7792.0,8737.0,100105.0,50258.0,7792.0,8737.0,102153.0,54354.0,True,True,2.0,1.0,256.0,256.0,16.002027516292543,16.00202224469161,4.000072403431923,4.0
2477039-B,True,True,coords,coords,True,True,True,"[247, 2]","[3531, 2]",int64,int64,247,3531,0,0,False,False,False,False,False,False,37953.0,21586.0,152757.0,79059.0,37953.0,21586.0,156853.0,81107.0,False,False,,,,,,,,
2477053-B3,True,True,coords,coords,True,True,True,"[396, 2]","[5849, 2]",int64,int64,396,5849,0,0,False,False,False,False,False,False,7760.0,2896.0,149147.0,80720.0,7760.0,2896.0,149147.0,81744.0,True,True,2.0,1.0,256.0,256.0,16.00135191347754,16.002004738472753,4.0000259963085245,4.000136674259681
2477058-B2,True,True,coords,coords,True,True,True,"[224, 2]","[3382, 2]",int64,int64,224,3382,0,0,False,False,False,False,False,False,7808.0,5504.0,110516.0,74048.0,7808.0,5504.0,113588.0,75136.0,True,True,2.0,1.0,256.0,256.0,16.00105848107965,16.000762049914268,4.0,4.0
2477118-B3,True,True,coords,coords,True,True,True,"[221, 2]","[3195, 2]",int64,int64,221,3195,0,0,False,False,False,False,False,False,10240.0,13089.0,121318.0,67442.0,10240.0,13089.0,124390.0,69409.0,True,True,2.0,1.0,256.0,256.0,16.00119961612284,16.002257799671593,4.000059977208661,4.00015392508979
2477118-B4,True,True,coords,coords,True,True,True,"[167, 2]","[2364, 2]",int64,int64,167,2364,0,0,False,False,False,False,False,False,8400.0,6656.0,103432.0,64000.0,8400.0,6656.0,104456.0,69353.0,True,True,2.0,1.0,256.0,256.0,16.001716001716,16.00239520958084,4.0,4.0
2477189-B2,True,True,coords,coords,True,True,True,"[291, 2]","[4316, 2]",int64,int64,291,4316,0,0,False,False,False,False,False,False,7744.0,6912.0,122936.0,77777.0,7744.0,6912.0,123960.0,81873.0,True,True,2.0,1.0,256.0,256.0,16.001692251903783,16.002004738472753,4.000060432089439,4.000136674259681
2477189-B3,True,True,coords,coords,True,True,True,"[129, 2]","[1775, 2]",int64,int64,129,1775,0,0,False,False,False,False,False,False,8336.0,6528.0,106759.0,51616.0,8336.0,6528.0,110855.0,52640.0,True,True,2.0,1.0,256.0,256.0,16.001472556894242,16.001280081925245,4.0001003948865534,4.000064
2477274-B3,True,True,coords,coords,True,True,True,"[127, 2]","[1675, 2]",int64,int64,127,1675,0,0,False,False,False,False,False,False,8464.0,5664.0,103752.0,67104.0,8464.0,5664.0,107848.0,72224.0,True,True,2.0,1.0,256.0,256.0,16.00165654334622,16.002004738472753,4.0,4.000136674259681
2477285-B2,True,True,coords,coords,True,True,True,"[221, 2]","[3146, 2]",int64,int64,221,3146,0,0,False,False,False,False,False,False,7856.0,6736.0,117657.0,79537.0,7856.0,6736.0,118681.0,81585.0,True,True,2.0,1.0,256.0,256.0,16.001896573523833,16.00223297357648,4.000094819684566,4.0
2477299-B2,True,True,coords,coords,True,True,True,"[396, 2]","[5990, 2]",int64,int64,396,5990,0,0,False,False,False,False,False,False,9680.0,2928.0,158848.0,75208.0,9680.0,2928.0,162288.0,78280.0,True,True,2.0,1.0,256.0,256.0,16.00009702144174,16.002004738472753,4.000024255360435,4.000136674259681
2477473-B2,True,True,coords,coords,True,True,True,"[280, 2]","[4199, 2]",int64,int64,280,4199,0,0,False,False,False,False,False,False,7824.0,6672.0,130035.0,73281.0,7824.0,576.0,133749.0,76304.0,True,True,2.0,1.0,256.0,256.0,16.000714370758423,16.002342377513177,4.000059529124624,4.0
2477476-B2,True,True,coords,coords,True,True,True,"[313, 2]","[4584, 2]",int64,int64,313,4584,0,0,False,False,False,False,False,False,7696.0,2304.0,137737.0,74681.0,7696.0,2304.0,137737.0,75010.0,True,True,2.0,1.0,256.0,256.0,16.00111719360965,16.002280935183425,4.000055856560353,4.0
2477541-B2,True,True,coords,coords,True,True,True,"[141, 2]","[1847, 2]",int64,int64,141,1847,0,0,False,False,False,False,False,False,21457.0,6417.0,128599.0,56090.0,21457.0,6417.0,128599.0,57114.0,True,True,2.0,1.0,256.0,256.0,16.000978832741954,16.00329489291598,4.0,4.0
2477577-B3,True,True,coords,coords,True,True,True,"[254, 2]","[3569, 2]",int64,int64,254,3569,0,0,False,False,False,False,False,False,8592.0,5904.0,149520.0,75032.0,8592.0,5904.0,152592.0,77080.0,True,True,2.0,1.0,256.0,256.0,16.000103177878664,16.002004738472753,4.000025794469666,4.000136674259681
2477668-B3,True,True,coords,coords,True,True,True,"[316, 2]","[4604, 2]",int64,int64,316,4604,0,0,False,False,False,False,False,False,7776.0,4048.0,141207.0,73457.0,7776.0,4048.0,143572.0,76777.0,True,True,2.0,1.0,256.0,256.0,16.00086114101184,16.002280935183425,4.0,4.0
2477670-B2,True,True,coords,coords,True,True,True,"[262, 2]","[3685, 2]",int64,int64,262,3685,0,0,False,False,False,False,False,False,7680.0,208.0,136172.0,70417.0,7680.0,208.0,139644.0,72795.0,True,True,2.0,1.0,256.0,256.0,16.001485714285714,16.002780536246277,4.000028568979801,4.000099290075957
2477695-B2,True,True,coords,coords,True,True,True,"[305, 2]","[4519, 2]",int64,int64,305,4519,0,0,False,False,False,False,False,False,7920.0,8913.0,139008.0,71153.0,7920.0,8913.0,141056.0,72401.0,True,True,2.0,1.0,256.0,256.0,16.0,16.002004738472753,4.0,4.000136674259681
2477809-B3,True,True,coords,coords,True,True,True,"[202, 2]","[3004, 2]",int64,int64,202,3004,0,0,False,False,False,False,False,False,7952.0,7392.0,100739.0,70608.0,7952.0,7392.0,103811.0,72656.0,True,True,2.0,1.0,256.0,256.0,16.00071367399372,16.00058696928194,4.000035682426405,4.000146742320485
2477814-B5,True,True,coords,coords,True,True,True,"[143, 2]","[2119, 2]",int64,int64,143,2119,0,0,False,False,False,False,False,False,8144.0,6641.0,113849.0,39970.0,8144.0,6641.0,116921.0,44066.0,True,True,2.0,1.0,256.0,256.0,16.001924063622372,16.004541326067212,4.000096193926956,4.000227014755959
2477941-B2,True,True,coords,coords,True,True,True,"[272, 2]","[3942, 2]",int64,int64,272,3942,0,0,False,False,False,False,False,False,9664.0,272.0,137988.0,68641.0,9664.0,272.0,141060.0,70689.0,True,True,2.0,1.0,256.0,256.0,16.000563316809373,16.00181451612903,4.000028165047176,4.000050398145349
2477949-B2,True,True,coords,coords,True,True,True,"[188, 2]","[2718, 2]",int64,int64,188,2718,0,0,False,False,False,False,False,False,7824.0,11713.0,108776.0,64961.0,7824.0,11713.0,116972.0,67009.0,True,True,2.0,1.0,256.0,256.0,16.001761040368464,16.002521538138264,4.000033862720531,4.0
2477977-B3,True,True,coords,coords,True,True,True,"[192, 2]","[2568, 2]",int64,int64,192,2568,0,0,False,False,False,False,False,False,7856.0,7040.0,124515.0,60288.0,7856.0,7040.0,128611.0,64384.0,True,True,2.0,1.0,256.0,256.0,16.000819960173363,16.00021815008726,4.000087850303084,4.000054537521815
2478091-B4,True,True,coords,coords,True,True,True,"[273, 2]","[4055, 2]",int64,int64,273,4055,0,0,False,False,False,False,False,False,10032.0,7888.0,112450.0,73424.0,10032.0,7888.0,116546.0,76753.0,True,True,2.0,1.0,256.0,256.0,16.00048567265663,16.001727115716754,4.0,4.000047970833733
2481696-B4,True,True,coords,coords,True,True,True,"[181, 2]","[2513, 2]",int64,int64,181,2513,0,0,False,False,False,False,False,False,9137.0,8208.0,108376.0,61456.0,9137.0,8208.0,112472.0,64528.0,True,True,2.0,1.0,256.0,256.0,16.00186170212766,16.0013611615245,4.0000664827311105,4.000113423694209
2481703-B2,True,True,coords,coords,True,True,True,"[237, 2]","[3370, 2]",int64,int64,237,3370,0,0,False,False,False,False,False,False,9776.0,2512.0,122071.0,75216.0,9776.0,2512.0,123095.0,75216.0,True,True,2.0,1.0,256.0,256.0,16.000992555831264,16.0,4.0,4.0
2481723-B2,True,True,coords,coords,True,True,True,"[214, 2]","[3045, 2]",int64,int64,214,3045,0,0,False,False,False,False,False,False,7776.0,6640.0,128277.0,61601.0,7776.0,6640.0,131349.0,65008.0,True,True,2.0,1.0,256.0,256.0,16.001149425287355,16.002175805047866,4.000057467961612,4.000108778418362
2481750-B2,True,True,coords,coords,True,True,True,"[248, 2]","[3545, 2]",int64,int64,248,3545,0,0,False,False,False,False,False,False,8080.0,272.0,135289.0,70487.0,8080.0,272.0,136313.0,71249.0,True,True,2.0,1.0,256.0,256.0,16.001164551065564,16.00181451612903,4.000058224163028,4.000050398145349
2482055-B2,True,True,coords,coords,True,True,True,"[332, 2]","[4895, 2]",int64,int64,332,4895,0,0,False,False,False,False,False,False,16353.0,1248.0,153205.0,80032.0,16353.0,1248.0,157301.0,81056.0,True,True,2.0,1.0,256.0,256.0,16.00097981579463,16.002004738472753,4.000048988389752,4.000136674259681
2482056-B4,True,True,coords,coords,True,True,True,"[223, 2]","[3063, 2]",int64,int64,223,3063,0,0,False,False,False,False,False,False,7808.0,272.0,149111.0,65447.0,7808.0,272.0,150135.0,68519.0,True,True,2.0,1.0,256.0,256.0,16.000848536274926,16.001851851851853,4.0,4.0
2482056-B9,True,True,coords,coords,True,True,True,"[187, 2]","[2621, 2]",int64,int64,187,2621,0,0,False,False,False,False,False,False,7856.0,5968.0,133367.0,78486.0,7856.0,5968.0,133911.0,78486.0,True,True,2.0,1.0,256.0,256.0,16.001021218654262,16.00154261473197,4.000028365575537,4.0
2482461-B2,True,True,coords,coords,True,True,True,"[266, 2]","[3947, 2]",int64,int64,266,3947,0,0,False,False,False,False,False,False,7728.0,7424.0,124565.0,65665.0,7728.0,112.0,136585.0,69761.0,True,True,2.0,1.0,256.0,256.0,16.001164551065564,16.001961553550412,4.000058224163028,4.000098068059233
2482483-B2,True,True,coords,coords,True,True,True,"[339, 2]","[4942, 2]",int64,int64,339,4942,0,0,False,False,False,False,False,False,15857.0,0.0,130744.0,77136.0,15857.0,0.0,134840.0,79184.0,True,True,2.0,1.0,256.0,256.0,16.00168293503871,16.002004738472753,4.000084139671856,4.000136674259681
2482607-B,True,True,coords,coords,True,True,True,"[250, 2]","[3517, 2]",int64,int64,250,3517,0,0,False,False,False,False,False,False,7760.0,7696.0,135504.0,69830.0,7760.0,8720.0,137552.0,70160.0,False,False,,,,,,,,
2482886-B2,True,True,coords,coords,True,True,True,"[299, 2]","[4097, 2]",int64,int64,299,4097,0,0,False,False,False,False,False,False,9696.0,6416.0,131516.0,75224.0,9696.0,6416.0,132540.0,81368.0,True,True,2.0,1.0,256.0,256.0,16.00159544159544,16.002004738472753,4.000056975187306,4.000136674259681
2482896-B2,True,True,coords,coords,True,True,True,"[143, 2]","[1878, 2]",int64,int64,143,1878,0,0,False,False,False,False,False,False,8272.0,3056.0,130952.0,67719.0,8272.0,3056.0,133786.0,78472.0,True,True,2.0,1.0,256.0,256.0,16.00129808827,16.00181451612903,4.000088500796507,4.000050398145349
2482947-B2,True,True,coords,coords,True,True,True,"[148, 2]","[2208, 2]",int64,int64,148,2208,0,0,False,False,False,False,False,False,12561.0,9216.0,113030.0,51248.0,12561.0,9216.0,114054.0,52272.0,True,True,2.0,1.0,256.0,256.0,16.001318739285242,16.000912616929043,4.000065932616866,4.0
2482952-B2,True,True,coords,coords,True,True,True,"[235, 2]","[3325, 2]",int64,int64,235,3325,0,0,False,False,False,False,False,False,14576.0,2832.0,126736.0,73777.0,14576.0,2832.0,144144.0,77873.0,True,True,2.0,1.0,256.0,256.0,16.000108813928183,16.002004738472753,4.000027203482046,4.000136674259681
2482956-B,True,True,coords,coords,True,True,True,"[100, 2]","[1329, 2]",int64,int64,100,1329,0,0,False,False,False,False,False,False,19681.0,8336.0,149916.0,60358.0,19681.0,8336.0,150940.0,62406.0,False,False,,,,,,,,
2482957-B2,True,True,coords,coords,True,True,True,"[143, 2]","[2109, 2]",int64,int64,143,2109,0,0,False,False,False,False,False,False,7808.0,6720.0,102631.0,56336.0,7808.0,6720.0,106727.0,60432.0,True,True,2.0,1.0,256.0,256.0,16.00182302622353,16.000230786983614,4.0000350545097625,4.000057696745904
2482962-B2,True,True,coords,coords,True,True,True,"[105, 2]","[1333, 2]",int64,int64,105,1333,0,0,False,False,False,False,False,False,49392.0,5152.0,180832.0,77975.0,45296.0,5152.0,185952.0,77975.0,True,True,2.0,1.0,256.0,256.0,16.000083850410867,16.001647748077627,4.000020962602717,4.000045766590389
2482964-B2,True,True,coords,coords,True,True,True,"[475, 2]","[6988, 2]",int64,int64,475,6988,0,0,False,False,False,False,False,False,41138.0,0.0,186362.0,81920.0,41138.0,0.0,186694.0,82944.0,True,True,2.0,1.0,256.0,256.0,16.00091089764823,16.002004738472753,4.000062104086449,4.000136674259681
2482969-B,True,True,coords,coords,True,True,True,"[300, 2]","[4318, 2]",int64,int64,300,4318,0,0,False,False,False,False,False,False,15521.0,5568.0,141658.0,78104.0,15521.0,5568.0,142682.0,79873.0,False,False,,,,,,,,
2482992-B,True,True,coords,coords,True,True,True,"[235, 2]","[3302, 2]",int64,int64,235,3302,0,0,False,False,False,False,False,False,16096.0,10914.0,157844.0,67627.0,16096.0,112.0,157844.0,68651.0,False,False,,,,,,,,
2483014-B4,True,True,coords,coords,True,True,True,"[281, 2]","[3930, 2]",int64,int64,281,3930,0,0,False,False,False,False,False,False,45795.0,7568.0,162327.0,80433.0,45795.0,7568.0,164375.0,81457.0,True,True,2.0,1.0,256.0,256.0,16.00111804714432,16.002004738472753,4.0,4.000136674259681
2483055-B2,True,True,coords,coords,True,True,True,"[270, 2]","[3762, 2]",int64,int64,270,3762,0,0,False,False,False,False,False,False,31457.0,3040.0,164790.0,71536.0,31457.0,3040.0,165814.0,76656.0,True,True,2.0,1.0,256.0,256.0,16.000672624195253,16.0,4.000072065146893,4.0
2483211-B2,True,True,coords,coords,True,True,True,"[288, 2]","[4031, 2]",int64,int64,288,4031,0,0,False,False,False,False,False,False,11344.0,1520.0,128672.0,80336.0,11344.0,1520.0,132912.0,81747.0,True,True,2.0,1.0,256.0,256.0,16.0001201345507,16.00077881619938,4.000030033637675,4.0
2483215-B5,True,True,coords,coords,True,True,True,"[228, 2]","[3269, 2]",int64,int64,228,3269,0,0,False,False,False,False,False,False,8160.0,6384.0,122855.0,80596.0,8160.0,6384.0,127975.0,84692.0,True,True,2.0,1.0,256.0,256.0,16.001642421398405,16.000928160386113,4.000058652746415,4.000046405865701
2483215-B6,True,True,coords,coords,True,True,True,"[315, 2]","[4686, 2]",int64,int64,315,4686,0,0,False,False,False,False,False,False,7856.0,6545.0,147073.0,76641.0,7856.0,6545.0,150145.0,80737.0,True,True,2.0,1.0,256.0,256.0,16.000203458799593,16.00264850548619,4.000050864699898,4.000094576062798
2483220-B1,True,True,coords,coords,True,True,True,"[286, 2]","[3900, 2]",int64,int64,286,3900,0,0,False,False,False,False,False,False,7824.0,4880.0,147320.0,74116.0,7824.0,4880.0,148344.0,79236.0,True,True,2.0,1.0,256.0,256.0,16.000966183574878,16.000928160386113,4.00002683699211,4.000046405865701
2483363-B3,True,True,coords,coords,True,True,True,"[349, 2]","[5012, 2]",int64,int64,349,5012,0,0,False,False,False,False,False,False,7920.0,4448.0,142438.0,75507.0,7920.0,4448.0,143462.0,77555.0,True,True,2.0,1.0,256.0,256.0,16.001266089892383,16.000928160386113,4.0,4.000046405865701
2483768-B4,True,True,coords,coords,True,True,True,"[148, 2]","[1903, 2]",int64,int64,148,1903,0,0,False,False,False,False,False,False,8224.0,6608.0,111697.0,58128.0,8224.0,6608.0,114769.0,59152.0,True,True,2.0,1.0,256.0,256.0,16.000277507978353,16.000236966824644,4.000069376994588,4.000059241706161
2483846-B,True,True,coords,coords,True,True,True,"[194, 2]","[2766, 2]",int64,int64,194,2766,0,0,False,False,False,False,False,False,7664.0,272.0,130128.0,65131.0,7664.0,272.0,132176.0,65131.0,False,False,,,,,,,,
2483862-B2,True,True,coords,coords,True,True,True,"[198, 2]","[2674, 2]",int64,int64,198,2674,0,0,False,False,False,False,False,False,8032.0,6608.0,108850.0,80129.0,8032.0,6608.0,111922.0,82177.0,True,True,2.0,1.0,256.0,256.0,16.000624219725342,16.002004738472753,4.000031210012172,4.000136674259681
2483868-B4,True,True,coords,coords,True,True,True,"[244, 2]","[3630, 2]",int64,int64,244,3630,0,0,False,False,False,False,False,False,7824.0,6528.0,115124.0,72064.0,7824.0,6528.0,117172.0,76160.0,True,True,2.0,1.0,256.0,256.0,16.00089928057554,16.00132100396301,4.000096348395799,4.000141529461716
2483961-B3,True,True,coords,coords,True,True,True,"[190, 2]","[2652, 2]",int64,int64,190,2652,0,0,False,False,False,False,False,False,8432.0,6720.0,106291.0,63697.0,8432.0,6720.0,110387.0,65745.0,True,True,2.0,1.0,256.0,256.0,16.000665956313266,16.001750164077883,4.000033296706956,4.0
2483973-B1,True,True,coords,coords,True,True,True,"[300, 2]","[4402, 2]",int64,int64,300,4402,0,0,False,False,False,False,False,False,7888.0,784.0,141198.0,73456.0,7888.0,784.0,142222.0,74480.0,True,True,2.0,1.0,256.0,256.0,16.00168293503871,16.0,4.000084139671856,4.0
2483993-B2,True,True,coords,coords,True,True,True,"[228, 2]","[3420, 2]",int64,int64,228,3420,0,0,False,False,False,False,False,False,18337.0,6192.0,79777.0,85322.0,18337.0,6192.0,83873.0,87370.0,True,True,2.0,1.0,256.0,256.0,16.00157535445475,16.002004738472753,4.000043756016452,4.000136674259681
2484004-B2,True,True,coords,coords,True,True,True,"[309, 2]","[4442, 2]",int64,int64,309,4442,0,0,False,False,False,False,False,False,8352.0,3488.0,123742.0,81616.0,8352.0,3488.0,125790.0,83744.0,True,True,2.0,1.0,256.0,256.0,16.001896573523833,16.000928160386113,4.000094819684566,4.000046405865701
2484209-B2,True,True,coords,coords,True,True,True,"[393, 2]","[5862, 2]",int64,int64,393,5862,0,0,False,False,False,False,False,False,9216.0,80.0,142874.0,69216.0,9216.0,80.0,144918.0,71264.0,True,True,2.0,1.0,256.0,256.0,16.001281366791243,16.000617283950618,4.0,4.000154320987654
2484220-B3,True,True,coords,coords,True,True,True,"[378, 2]","[5652, 2]",int64,int64,378,5652,0,0,False,False,False,False,False,False,7776.0,8977.0,127475.0,81313.0,7776.0,8977.0,128499.0,84385.0,True,True,2.0,1.0,256.0,256.0,16.000704887218046,16.002004738472753,4.000058738876326,4.000136674259681
2484228-B,True,True,coords,coords,True,True,True,"[467, 2]","[6897, 2]",int64,int64,467,6897,0,0,False,False,False,False,False,False,7664.0,0.0,138149.0,86016.0,7664.0,0.0,139173.0,87040.0,False,False,,,,,,,,
2484301-B2,True,True,coords,coords,True,True,True,"[254, 2]","[3770, 2]",int64,int64,254,3770,0,0,False,False,False,False,False,False,7792.0,6720.0,103268.0,84177.0,7792.0,6720.0,107364.0,85201.0,True,True,2.0,1.0,256.0,256.0,16.000912527701733,16.001869508319313,4.000097767638912,4.000093466679129
2484312-B2,True,True,coords,coords,True,True,True,"[305, 2]","[4562, 2]",int64,int64,305,4562,0,0,False,False,False,False,False,False,7760.0,6528.0,143955.0,74000.0,7760.0,6528.0,147027.0,77072.0,True,True,2.0,1.0,256.0,256.0,16.000725088046405,16.00110864745011,4.000077685993215,4.000092383020001
2484463-B2,True,True,coords,coords,True,True,True,"[219, 2]","[3250, 2]",int64,int64,219,3250,0,0,False,False,False,False,False,False,7760.0,9648.0,135122.0,60913.0,7760.0,9648.0,136146.0,62961.0,True,True,2.0,1.0,256.0,256.0,16.0004329004329,16.001502629601802,4.0,4.0
2484633-B2,True,True,coords,coords,True,True,True,"[153, 2]","[2125, 2]",int64,int64,153,2125,0,0,False,False,False,False,False,False,7808.0,6545.0,120759.0,52977.0,7808.0,6545.0,126824.0,54001.0,True,True,2.0,1.0,256.0,256.0,16.0010511562719,16.002511931675457,4.000029197080292,4.000125580811252
2484727-B2,True,True,coords,coords,True,True,True,"[145, 2]","[2090, 2]",int64,int64,145,2090,0,0,False,False,False,False,False,False,7616.0,6481.0,109109.0,55138.0,7616.0,6481.0,112181.0,55138.0,True,True,2.0,1.0,256.0,256.0,16.00105848107965,16.00369822485207,4.0,4.000184877056757
