metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9754971590909091,0.9190220632081098,0.9278350515463918,0.9393939393939394,0.9159564393939394,0.8787878787878788,0.953125,0.9581134077646264
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
