metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.970407196969697,0.9141972578505086,0.9226804123711341,0.9440104166666667,0.915719696969697,0.8939393939393939,0.9375,0.950385323743343
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
