metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9712357954545454,0.9141972578505086,0.9226804123711341,0.933889678030303,0.915719696969697,0.8939393939393939,0.9375,0.9369240169645585
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
