metric_name,count,mean,std,median,min,max
full_margin,194,9.041288362950393,5.30331498563906,10.428621292114258,-10.995296478271484,16.79547119140625
concept_margin,194,5.031098798992708,2.7519360803738993,5.768377065658569,-5.9624104499816895,9.299798965454102
visual_margin,194,4.007014268029904,2.7831740466366757,4.543040752410889,-6.488278388977051,8.540788650512695
csg_margin,194,0.019233047206089208,0.037686986560033255,0.022412396036088467,-0.09876417368650436,0.16582193970680237
full_top1_margin,194,9.706602571551333,3.956249690916776,10.561403751373291,0.8878836631774902,16.79547119140625
concept_top1_margin,194,5.396771620843828,1.9390625023820667,5.774116516113281,0.2481149435043335,9.299798965454102
visual_top1_margin,194,4.352745490475106,2.203594294151221,4.59322714805603,0.06400729715824127,8.540788650512695
csg_top1_margin,194,0.03325095616242627,0.02616472769000643,0.028453323990106583,0.00031301379203796387,0.16582193970680237
visual_contribution_ratio,194,0.28588289723337923,0.12105935584390295,0.2912002354860306,0.021202154457569122,0.5593110918998718
concept_contribution_ratio,194,0.7141171036307344,0.1210593555502397,0.7087997794151306,0.44068893790245056,0.9787978529930115
csg_contribution_ratio,194,0.0029496090644958724,0.002426165306285268,0.003050943138077855,2.818478606059216e-07,0.012921357527375221
