metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9638954169960862,0.9086654320701472,0.9163025479408151,0.9660655540301357,0.9146980709151096,0.909452736318408,0.9199434055118111,0.928975061184731
std,0.02030102809643266,0.02284990646565269,0.022298215617057627,0.019592514558637707,0.015306702406800486,0.02492762132201909,0.04137857785888022,0.03680541682708265
