,folds,test_auc,test_acc,test_f1,val_auc,balanced_acc,sensitivity,specificity,pr_auc
0,0,0.9765625,0.9381443298969072,0.9311079545454546,0.9340672348484849,0.9311079545454546,0.9090909090909091,0.953125,0.9510893719061296
1,1,0.9279119318181819,0.8865979381443299,0.877073732718894,0.9938888235985427,0.888375946969697,0.8939393939393939,0.8828125,0.8728946648855923
2,2,0.9877776471970854,0.9432989690721649,0.93612881984975,0.9683846337389646,0.9284874838406394,0.8805970149253731,0.9763779527559056,0.9782539923080668
3,3,0.9594368885707467,0.917098445595855,0.9091764705882353,0.9594368885707468,0.9151753758052971,0.9090909090909091,0.9212598425196851,0.9040924188714278
4,4,0.9677881173944166,0.8963730569948186,0.8898401826484018,0.9745501893939394,0.9103435934144596,0.9545454545454546,0.8661417322834646,0.9385448579524384
