branch,available,num_samples,logit_space,acc,balanced_acc,macro_f1,auc,pr_auc
full,True,194,post_calibration,0.9432989690721649,0.9249618051474908,0.9356201164509609,0.9853096721118815,0.9667639410577165
concept_only,True,194,post_calibration,0.9329896907216495,0.913562110706311,0.9239146830784083,0.9882477376895052,0.9720424562088219
full_without_visual,True,194,post_calibration,0.9329896907216495,0.913562110706311,0.9239146830784083,0.9882477376895052,0.9720424562088219
visual_only,True,194,post_calibration,0.9175257731958762,0.9017510870842638,0.9074537865235539,0.975085203901751,0.9495706271470932
low_only,True,194,post_calibration,0.711340206185567,0.7231166999647431,0.7010456796917997,0.7784698554471736,0.6456700832179161
high_only,True,194,post_calibration,0.9381443298969072,0.9245504759666235,0.9305903398926655,0.9799036314490539,0.9635793023137809
csg_only,True,194,post_calibration,0.8144329896907216,0.8053825361382065,0.7988479262672812,0.8872958044423551,0.7534275367409904
