experiment,train_dir,status,test_auc_mean,test_auc_std,test_acc_mean,test_acc_std,test_f1_mean,test_f1_std,val_auc_mean,val_auc_std,balanced_acc_mean,balanced_acc_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,pr_auc_mean,pr_auc_std
Concept-12 PEPS topk=5 tau=0.07,/xiangmu/ViLMIL/ViLa-MIL-main/trained_models/adeno_concept12_peps_topk5_tau0.07_s1,ok,0.9683268962987496,0.0064888472653998,0.9390470594519524,0.0075947901490142,0.9321793068729096,0.0077404916904356,0.9729994068780116,0.0076200671548897,0.9312747008960208,0.0054453425671602,0.906422433288105,0.0290510735084434,0.9561269685039372,0.0244522243149278,0.9458663859196496,0.0141147693539249
Concept-12 SAF-PEPS topk=5 tau=0.07,/xiangmu/ViLMIL/ViLa-MIL-main/trained_models/adeno_concept12_saf_peps_topk5_tau0.07_s1,ok,0.9657314158448984,0.0155481480961955,0.9225308477111264,0.0155864831478817,0.9144597931617492,0.0160429164495259,0.970885239158538,0.00733405630048,0.9173604452237738,0.0175019139381838,0.9005427408412483,0.0580092668465874,0.9341781496062992,0.0400289925635921,0.9476470644925128,0.0322381306437776
