proposal_radius,nms_radius,strategy,param_name,param_value,empty_anchor_ratio,median_raw_child_count,median_used_child_count,mean_used_child_count,p75_used_child_count,p90_used_child_count,mean_fallback_ratio,median_fallback_ratio,nearest_topm_distance_median,used_child_distance_mean,anchor_rows
1024.0,512.0,bbox_containment,bbox_expand,8.0,0.020833333333333332,9.0,9.0,7.0,9.0,9.0,0.0,0.0,1448.1546878700494,1109.9006263852016,48
1024.0,512.0,bbox_then_nearest,bbox_expand,8.0,0.0,9.0,16.0,16.0,16.0,16.0,0.5625,0.4375,1448.1546878700494,1881.3213787697314,48
1024.0,512.0,bbox_containment,bbox_expand,10.0,0.020833333333333332,9.0,9.0,7.0625,9.0,9.0,0.0,0.0,1448.1546878700494,1116.0831639087287,48
1024.0,512.0,bbox_then_nearest,bbox_expand,10.0,0.0,9.0,16.0,16.0,16.0,16.0,0.55859375,0.4375,1448.1546878700494,1881.3213787697314,48
1024.0,512.0,center_radius,high_radius,512.0,0.2708333333333333,1.0,1.0,0.7291666666666666,1.0,1.0,0.0,0.0,1448.1546878700494,0.0,48
1024.0,512.0,center_radius,high_radius,1024.0,0.020833333333333332,5.0,5.0,3.9166666666666665,5.0,5.0,0.0,0.0,1448.1546878700494,859.5063829787234,48
1024.0,512.0,center_radius,high_radius,2048.0,0.0,12.5,12.5,10.25,13.0,13.0,0.0,0.0,1448.1546878700494,1419.6636323078817,48
1024.0,512.0,center_radius,high_radius,4096.0,0.0,42.5,16.0,15.645833333333334,16.0,16.0,0.0,0.0,1448.1546878700494,1844.7218399590954,48
1024.0,512.0,center_radius,high_radius,8192.0,0.0,141.5,16.0,16.0,16.0,16.0,0.0,0.0,1448.1546878700494,1881.3213787697314,48
1024.0,1024.0,bbox_containment,bbox_expand,2.0,0.2708333333333333,1.0,1.0,0.7291666666666666,1.0,1.0,0.0,0.0,1448.1546878700494,0.0,48
1024.0,1024.0,bbox_then_nearest,bbox_expand,2.0,0.0,1.0,16.0,16.0,16.0,16.0,0.9544270833333334,0.9375,1448.1546878700494,1881.3213787697314,48
1024.0,1024.0,bbox_containment,bbox_expand,3.0,0.2708333333333333,1.0,1.0,0.7291666666666666,1.0,1.0,0.0,0.0,1448.1546878700494,0.0,48
1024.0,1024.0,bbox_then_nearest,bbox_expand,3.0,0.0,1.0,16.0,16.0,16.0,16.0,0.9544270833333334,0.9375,1448.1546878700494,1881.3213787697314,48
1024.0,1024.0,bbox_containment,bbox_expand,4.0,0.2708333333333333,1.0,1.0,0.7291666666666666,1.0,1.0,0.0,0.0,1448.1546878700494,0.0,48
1024.0,1024.0,bbox_then_nearest,bbox_expand,4.0,0.0,1.0,16.0,16.0,16.0,16.0,0.9544270833333334,0.9375,1448.1546878700494,1881.3213787697314,48
1024.0,1024.0,bbox_containment,bbox_expand,6.0,0.2708333333333333,1.0,1.0,0.7291666666666666,1.0,1.0,0.0,0.0,1448.1546878700494,0.0,48
1024.0,1024.0,bbox_then_nearest,bbox_expand,6.0,0.0,1.0,16.0,16.0,16.0,16.0,0.9544270833333334,0.9375,1448.1546878700494,1881.3213787697314,48
1024.0,1024.0,bbox_containment,bbox_expand,8.0,0.020833333333333332,9.0,9.0,7.0,9.0,9.0,0.0,0.0,1448.1546878700494,1109.9006263852016,48
1024.0,1024.0,bbox_then_nearest,bbox_expand,8.0,0.0,9.0,16.0,16.0,16.0,16.0,0.5625,0.4375,1448.1546878700494,1881.3213787697314,48
1024.0,1024.0,bbox_containment,bbox_expand,10.0,0.020833333333333332,9.0,9.0,7.0625,9.0,9.0,0.0,0.0,1448.1546878700494,1116.0831639087287,48
1024.0,1024.0,bbox_then_nearest,bbox_expand,10.0,0.0,9.0,16.0,16.0,16.0,16.0,0.55859375,0.4375,1448.1546878700494,1881.3213787697314,48
1024.0,1024.0,center_radius,high_radius,512.0,0.2708333333333333,1.0,1.0,0.7291666666666666,1.0,1.0,0.0,0.0,1448.1546878700494,0.0,48
1024.0,1024.0,center_radius,high_radius,1024.0,0.020833333333333332,5.0,5.0,3.9166666666666665,5.0,5.0,0.0,0.0,1448.1546878700494,859.5063829787234,48
1024.0,1024.0,center_radius,high_radius,2048.0,0.0,12.5,12.5,10.25,13.0,13.0,0.0,0.0,1448.1546878700494,1419.6636323078817,48
1024.0,1024.0,center_radius,high_radius,4096.0,0.0,42.5,16.0,15.645833333333334,16.0,16.0,0.0,0.0,1448.1546878700494,1844.7218399590954,48
1024.0,1024.0,center_radius,high_radius,8192.0,0.0,141.5,16.0,16.0,16.0,16.0,0.0,0.0,1448.1546878700494,1881.3213787697314,48
2048.0,512.0,bbox_containment,bbox_expand,2.0,0.2708333333333333,1.0,1.0,0.7291666666666666,1.0,1.0,0.0,0.0,1448.1546878700494,0.0,48
2048.0,512.0,bbox_then_nearest,bbox_expand,2.0,0.0,1.0,16.0,16.0,16.0,16.0,0.9544270833333334,0.9375,1448.1546878700494,1880.4367489415972,48
2048.0,512.0,bbox_containment,bbox_expand,3.0,0.2708333333333333,1.0,1.0,0.7291666666666666,1.0,1.0,0.0,0.0,1448.1546878700494,0.0,48
2048.0,512.0,bbox_then_nearest,bbox_expand,3.0,0.0,1.0,16.0,16.0,16.0,16.0,0.9544270833333334,0.9375,1448.1546878700494,1880.4367489415972,48
2048.0,512.0,bbox_containment,bbox_expand,4.0,0.2708333333333333,1.0,1.0,0.7291666666666666,1.0,1.0,0.0,0.0,1448.1546878700494,0.0,48
2048.0,512.0,bbox_then_nearest,bbox_expand,4.0,0.0,1.0,16.0,16.0,16.0,16.0,0.9544270833333334,0.9375,1448.1546878700494,1880.4367489415972,48
2048.0,512.0,bbox_containment,bbox_expand,6.0,0.2708333333333333,1.0,1.0,0.7291666666666666,1.0,1.0,0.0,0.0,1448.1546878700494,0.0,48
2048.0,512.0,bbox_then_nearest,bbox_expand,6.0,0.0,1.0,16.0,16.0,16.0,16.0,0.9544270833333334,0.9375,1448.1546878700494,1880.4367489415972,48
2048.0,512.0,bbox_containment,bbox_expand,8.0,0.020833333333333332,9.0,9.0,7.0,9.0,9.0,0.0,0.0,1448.1546878700494,1109.9006263852016,48
2048.0,512.0,bbox_then_nearest,bbox_expand,8.0,0.0,9.0,16.0,16.0,16.0,16.0,0.5625,0.4375,1448.1546878700494,1880.4367489415972,48
2048.0,512.0,bbox_containment,bbox_expand,10.0,0.020833333333333332,9.0,9.0,7.0625,9.0,9.0,0.0,0.0,1448.1546878700494,1116.0831639087287,48
2048.0,512.0,bbox_then_nearest,bbox_expand,10.0,0.0,9.0,16.0,16.0,16.0,16.0,0.55859375,0.4375,1448.1546878700494,1880.4367489415972,48
2048.0,512.0,center_radius,high_radius,512.0,0.2708333333333333,1.0,1.0,0.7291666666666666,1.0,1.0,0.0,0.0,1448.1546878700494,0.0,48
2048.0,512.0,center_radius,high_radius,1024.0,0.020833333333333332,5.0,5.0,3.9166666666666665,5.0,5.0,0.0,0.0,1448.1546878700494,859.5063829787233,48
2048.0,512.0,center_radius,high_radius,2048.0,0.0,12.5,12.5,10.229166666666666,13.0,13.0,0.0,0.0,1448.1546878700494,1416.9054601077462,48
2048.0,512.0,center_radius,high_radius,4096.0,0.0,42.5,16.0,15.645833333333334,16.0,16.0,0.0,0.0,1448.1546878700494,1843.9482402298884,48
2048.0,512.0,center_radius,high_radius,8192.0,0.0,141.5,16.0,16.0,16.0,16.0,0.0,0.0,1448.1546878700494,1880.4367489415972,48
2048.0,1024.0,bbox_containment,bbox_expand,2.0,0.2708333333333333,1.0,1.0,0.7291666666666666,1.0,1.0,0.0,0.0,1448.1546878700494,0.0,48
2048.0,1024.0,bbox_then_nearest,bbox_expand,2.0,0.0,1.0,16.0,16.0,16.0,16.0,0.9544270833333334,0.9375,1448.1546878700494,1880.4367489415972,48
2048.0,1024.0,bbox_containment,bbox_expand,3.0,0.2708333333333333,1.0,1.0,0.7291666666666666,1.0,1.0,0.0,0.0,1448.1546878700494,0.0,48
2048.0,1024.0,bbox_then_nearest,bbox_expand,3.0,0.0,1.0,16.0,16.0,16.0,16.0,0.9544270833333334,0.9375,1448.1546878700494,1880.4367489415972,48
2048.0,1024.0,bbox_containment,bbox_expand,4.0,0.2708333333333333,1.0,1.0,0.7291666666666666,1.0,1.0,0.0,0.0,1448.1546878700494,0.0,48
2048.0,1024.0,bbox_then_nearest,bbox_expand,4.0,0.0,1.0,16.0,16.0,16.0,16.0,0.9544270833333334,0.9375,1448.1546878700494,1880.4367489415972,48
2048.0,1024.0,bbox_containment,bbox_expand,6.0,0.2708333333333333,1.0,1.0,0.7291666666666666,1.0,1.0,0.0,0.0,1448.1546878700494,0.0,48
2048.0,1024.0,bbox_then_nearest,bbox_expand,6.0,0.0,1.0,16.0,16.0,16.0,16.0,0.9544270833333334,0.9375,1448.1546878700494,1880.4367489415972,48
2048.0,1024.0,bbox_containment,bbox_expand,8.0,0.020833333333333332,9.0,9.0,7.0,9.0,9.0,0.0,0.0,1448.1546878700494,1109.9006263852016,48
2048.0,1024.0,bbox_then_nearest,bbox_expand,8.0,0.0,9.0,16.0,16.0,16.0,16.0,0.5625,0.4375,1448.1546878700494,1880.4367489415972,48
2048.0,1024.0,bbox_containment,bbox_expand,10.0,0.020833333333333332,9.0,9.0,7.0625,9.0,9.0,0.0,0.0,1448.1546878700494,1116.0831639087287,48
2048.0,1024.0,bbox_then_nearest,bbox_expand,10.0,0.0,9.0,16.0,16.0,16.0,16.0,0.55859375,0.4375,1448.1546878700494,1880.4367489415972,48
2048.0,1024.0,center_radius,high_radius,512.0,0.2708333333333333,1.0,1.0,0.7291666666666666,1.0,1.0,0.0,0.0,1448.1546878700494,0.0,48
2048.0,1024.0,center_radius,high_radius,1024.0,0.020833333333333332,5.0,5.0,3.9166666666666665,5.0,5.0,0.0,0.0,1448.1546878700494,859.5063829787233,48
2048.0,1024.0,center_radius,high_radius,2048.0,0.0,12.5,12.5,10.229166666666666,13.0,13.0,0.0,0.0,1448.1546878700494,1416.9054601077462,48
2048.0,1024.0,center_radius,high_radius,4096.0,0.0,42.5,16.0,15.645833333333334,16.0,16.0,0.0,0.0,1448.1546878700494,1843.9482402298884,48
2048.0,1024.0,center_radius,high_radius,8192.0,0.0,141.5,16.0,16.0,16.0,16.0,0.0,0.0,1448.1546878700494,1880.4367489415972,48
4096.0,512.0,bbox_containment,bbox_expand,2.0,0.041666666666666664,120.0,16.0,14.625,16.0,16.0,0.0,0.0,1498.3447424582823,1747.266156571408,48
4096.0,512.0,bbox_then_nearest,bbox_expand,2.0,0.0,120.0,16.0,16.0,16.0,16.0,0.0859375,0.0,1498.3447424582823,2021.2539839925041,48
4096.0,512.0,bbox_containment,bbox_expand,3.0,0.041666666666666664,242.0,16.0,14.729166666666666,16.0,16.0,0.0,0.0,1498.3447424582823,1742.4237730928808,48
4096.0,512.0,bbox_then_nearest,bbox_expand,3.0,0.0,242.0,16.0,16.0,16.0,16.0,0.07942708333333333,0.0,1498.3447424582823,2008.0722841307831,48
4096.0,512.0,bbox_containment,bbox_expand,4.0,0.041666666666666664,334.0,16.0,14.75,16.0,16.0,0.0,0.0,1498.3447424582823,1743.2283180738482,48
4096.0,512.0,bbox_then_nearest,bbox_expand,4.0,0.0,334.0,16.0,16.0,16.0,16.0,0.078125,0.0,1498.3447424582823,2008.0722841307831,48
4096.0,512.0,bbox_containment,bbox_expand,6.0,0.041666666666666664,581.5,16.0,14.75,16.0,16.0,0.0,0.0,1498.3447424582823,1743.2283180738482,48
4096.0,512.0,bbox_then_nearest,bbox_expand,6.0,0.0,581.5,16.0,16.0,16.0,16.0,0.078125,0.0,1498.3447424582823,2008.0722841307831,48
4096.0,512.0,bbox_containment,bbox_expand,8.0,0.020833333333333332,871.5,16.0,15.104166666666666,16.0,16.0,0.0,0.0,1498.3447424582823,1794.5324363332302,48
4096.0,512.0,bbox_then_nearest,bbox_expand,8.0,0.0,871.5,16.0,16.0,16.0,16.0,0.055989583333333336,0.0,1498.3447424582823,2013.2049799882673,48
4096.0,512.0,bbox_containment,bbox_expand,10.0,0.020833333333333332,1075.0,16.0,15.104166666666666,16.0,16.0,0.0,0.0,1498.3447424582823,1794.5324363332302,48
4096.0,512.0,bbox_then_nearest,bbox_expand,10.0,0.0,1075.0,16.0,16.0,16.0,16.0,0.055989583333333336,0.0,1498.3447424582823,2013.2049799882673,48
4096.0,512.0,center_radius,high_radius,512.0,0.2708333333333333,1.0,1.0,0.7291666666666666,1.0,1.0,0.0,0.0,1498.3447424582823,74.9384394657064,48
4096.0,512.0,center_radius,high_radius,1024.0,0.08333333333333333,3.0,3.0,2.4375,3.0,3.0,0.0,0.0,1498.3447424582823,710.8008397776434,48
4096.0,512.0,center_radius,high_radius,2048.0,0.020833333333333332,11.0,11.0,8.6875,11.0,11.0,0.0,0.0,1498.3447424582823,1308.4671843182855,48
4096.0,512.0,center_radius,high_radius,4096.0,0.0,37.0,16.0,15.375,16.0,16.0,0.0,0.0,1498.3447424582823,1863.7587390669041,48
4096.0,512.0,center_radius,high_radius,8192.0,0.0,123.5,16.0,15.833333333333334,16.0,16.0,0.0,0.0,1498.3447424582823,1974.0316165454585,48
4096.0,1024.0,bbox_containment,bbox_expand,2.0,0.041666666666666664,120.0,16.0,14.625,16.0,16.0,0.0,0.0,1498.3447424582823,1747.266156571408,48
4096.0,1024.0,bbox_then_nearest,bbox_expand,2.0,0.0,120.0,16.0,16.0,16.0,16.0,0.0859375,0.0,1498.3447424582823,2021.2539839925041,48
4096.0,1024.0,bbox_containment,bbox_expand,3.0,0.041666666666666664,242.0,16.0,14.729166666666666,16.0,16.0,0.0,0.0,1498.3447424582823,1742.4237730928808,48
4096.0,1024.0,bbox_then_nearest,bbox_expand,3.0,0.0,242.0,16.0,16.0,16.0,16.0,0.07942708333333333,0.0,1498.3447424582823,2008.0722841307831,48
4096.0,1024.0,bbox_containment,bbox_expand,4.0,0.041666666666666664,334.0,16.0,14.75,16.0,16.0,0.0,0.0,1498.3447424582823,1743.2283180738482,48
4096.0,1024.0,bbox_then_nearest,bbox_expand,4.0,0.0,334.0,16.0,16.0,16.0,16.0,0.078125,0.0,1498.3447424582823,2008.0722841307831,48
4096.0,1024.0,bbox_containment,bbox_expand,6.0,0.041666666666666664,581.5,16.0,14.75,16.0,16.0,0.0,0.0,1498.3447424582823,1743.2283180738482,48
4096.0,1024.0,bbox_then_nearest,bbox_expand,6.0,0.0,581.5,16.0,16.0,16.0,16.0,0.078125,0.0,1498.3447424582823,2008.0722841307831,48
4096.0,1024.0,bbox_containment,bbox_expand,8.0,0.020833333333333332,871.5,16.0,15.104166666666666,16.0,16.0,0.0,0.0,1498.3447424582823,1794.5324363332302,48
4096.0,1024.0,bbox_then_nearest,bbox_expand,8.0,0.0,871.5,16.0,16.0,16.0,16.0,0.055989583333333336,0.0,1498.3447424582823,2013.2049799882673,48
4096.0,1024.0,bbox_containment,bbox_expand,10.0,0.020833333333333332,1075.0,16.0,15.104166666666666,16.0,16.0,0.0,0.0,1498.3447424582823,1794.5324363332302,48
4096.0,1024.0,bbox_then_nearest,bbox_expand,10.0,0.0,1075.0,16.0,16.0,16.0,16.0,0.055989583333333336,0.0,1498.3447424582823,2013.2049799882673,48
4096.0,1024.0,center_radius,high_radius,512.0,0.2708333333333333,1.0,1.0,0.7291666666666666,1.0,1.0,0.0,0.0,1498.3447424582823,74.9384394657064,48
4096.0,1024.0,center_radius,high_radius,1024.0,0.08333333333333333,3.0,3.0,2.4375,3.0,3.0,0.0,0.0,1498.3447424582823,710.8008397776434,48
4096.0,1024.0,center_radius,high_radius,2048.0,0.020833333333333332,11.0,11.0,8.6875,11.0,11.0,0.0,0.0,1498.3447424582823,1308.4671843182855,48
4096.0,1024.0,center_radius,high_radius,4096.0,0.0,37.0,16.0,15.375,16.0,16.0,0.0,0.0,1498.3447424582823,1863.7587390669041,48
4096.0,1024.0,center_radius,high_radius,8192.0,0.0,123.5,16.0,15.833333333333334,16.0,16.0,0.0,0.0,1498.3447424582823,1974.0316165454585,48
