,folds,test_auc,test_acc,test_f1,val_auc,balanced_acc,sensitivity,specificity,pr_auc
0,0,0.9643702651515151,0.9123711340206185,0.9005038163333032,0.9475023674242424,0.8932291666666667,0.8333333333333334,0.953125,0.9391073288557535
1,1,0.9281486742424243,0.8350515463917526,0.8119471707257967,0.9850746268656716,0.8052793560606061,0.7121212121212122,0.8984375,0.8766499873290334
2,2,0.9947114819602774,0.9536082474226805,0.9473255498235135,0.9637318062514912,0.9363614995886709,0.8805970149253731,0.9921259842519685,0.9905220439754252
3,3,0.9461345740873299,0.8911917098445595,0.8826747720364742,0.959914101646385,0.8954903364352182,0.9090909090909091,0.8818897637795275,0.866489001662261
4,4,0.9625387735623956,0.917098445595855,0.9091764705882353,0.9794034090909092,0.9151753758052971,0.9090909090909091,0.9212598425196851,0.8661500418594605
