branch,available,num_samples,logit_space,acc,balanced_acc,macro_f1,auc,pr_auc
full,True,194,post_calibration,0.9329896907216495,0.9198626893939394,0.9245158780042502,0.9725378787878788,0.9529111404024796
concept_only,True,194,post_calibration,0.9329896907216495,0.9198626893939394,0.9245158780042502,0.9667376893939394,0.9456243621103503
full_without_visual,True,194,post_calibration,0.9329896907216495,0.9198626893939394,0.9245158780042502,0.9667376893939394,0.9456243621103503
visual_only,True,194,post_calibration,0.9175257731958762,0.911813446969697,0.9088024444705606,0.9756155303030303,0.9587515084228996
low_only,True,194,post_calibration,0.7525773195876289,0.7207623106060606,0.7223613595706619,0.8194839015151516,0.7679696460481595
high_only,True,194,post_calibration,0.9278350515463918,0.9159564393939394,0.9190220632081098,0.9614109848484849,0.9235840665099116
csg_only,True,194,post_calibration,0.711340206185567,0.7005208333333333,0.6908014571948998,0.7612452651515151,0.6406210227867826
