metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.974313446969697,0.8896770524677502,0.9020618556701031,0.9435369318181819,0.8854166666666667,0.8333333333333334,0.9375,0.9490520327109961
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
