,folds,test_auc,test_acc,test_f1,val_auc,balanced_acc,sensitivity,specificity,pr_auc
0,0,0.974313446969697,0.9020618556701031,0.8896770524677502,0.9435369318181819,0.8854166666666667,0.8333333333333334,0.9375,0.9490520327109961
