variant,baseline_available,test_auc_baseline,test_auc_hcrc,test_auc_delta,test_acc_baseline,test_acc_hcrc,test_acc_delta,test_f1_baseline,test_f1_hcrc,test_f1_delta,balanced_acc_baseline,balanced_acc_hcrc,balanced_acc_delta,sensitivity_baseline,sensitivity_hcrc,sensitivity_delta,specificity_baseline,specificity_hcrc,specificity_delta,pr_auc_baseline,pr_auc_hcrc,pr_auc_delta
hcrc_a002_b8,True,0.9702127532300916,0.9612999727116032,-0.008912780518488428,0.9225094813311256,0.9245766785962288,0.0020671972651031822,0.9144563517525356,0.9167202546593656,0.0022639029068299843,0.9171426221612052,0.9194328721015538,0.0022902499403485432,0.9001809136137495,0.9032112166440525,0.003030303030302939,0.9341043307086616,0.9356545275590552,0.0015501968503935926,0.9443991016694444,0.9209453224802541,-0.023453779189190338
hcrc_a005_b8,True,0.9702127532300916,0.9614373606644657,-0.008775392565625872,0.9225094813311256,0.9008493136050426,-0.021660167726083035,0.9144563517525356,0.8855517113915639,-0.028904640360971734,0.9171426221612052,0.8845762435807718,-0.03256637858043343,0.9001809136137495,0.8335594753505202,-0.0666214382632293,0.9341043307086616,0.9355930118110237,0.0014886811023621105,0.9443991016694444,0.9180740940907267,-0.026325007578717696
hcrc_a01_b8,True,0.9702127532300916,0.968305798428224,-0.001906954801867644,0.9225094813311256,0.9194166978259709,-0.003092783505154739,0.9144563517525356,0.9109518803833693,-0.0035044713691663176,0.9171426221612052,0.912665010220907,-0.004477611940298276,0.9001809136137495,0.8912256897331524,-0.008955223880597107,0.9341043307086616,0.9341043307086615,-1.1102230246251565e-16,0.9443991016694444,0.9350723049787171,-0.009326796690727335
