metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9561434659090909,0.8905159354857872,0.9020618556701031,0.9775531789869549,0.8890861742424243,0.8484848484848485,0.9296875,0.9208166272231575
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
