metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9658838419080332,0.9268324383335385,0.9338763954916937,0.9699366195819399,0.9273438445968084,0.906422433288105,0.9482652559055118,0.9412933860263621
std,0.008651940840029545,0.01691574307434899,0.0164637143392893,0.011056014985441181,0.011113826879642186,0.029051073508443402,0.0347535993751955,0.027841804903791602
