metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.968550025129364,0.9110998645369369,0.9214892366860743,0.9651886527455777,0.9076470028837559,0.8639529624604251,0.9513410433070867,0.9485974218751029
std,0.01694312967480045,0.033777984221468785,0.027734169262966093,0.008934361442916507,0.039407910678633584,0.08199381903088176,0.023019715676233257,0.022592785802080705
