metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.970407196969697,0.8128845578208668,0.8505154639175257,0.9701704545454546,0.7876420454545454,0.5909090909090909,0.984375,0.9426680791225203
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
