flip_type,fold,sample_id,slide_id,label,pred_full,pred_concept_only,pred_visual_only,pred_full_without_visual,full_correct,concept_correct,visual_correct,full_without_visual_correct,full_margin,concept_margin,visual_margin,csg_margin,visual_contribution_ratio,concept_contribution_ratio,csg_contribution_ratio
visual_only_correct_concept_wrong,3,2487043-B.,2487043-B,1,1,0,1,0,True,False,True,False,0.37142276763916016,-0.6911002397537231,1.0644443035125732,0.008524649776518345,0.2551143169403076,0.7448856830596924,0.002280724933370948
visual_only_correct_concept_wrong,3,25021922B2,25021922B2,1,0,0,1,0,False,False,True,False,-0.04131746292114258,-0.6026855111122131,0.5632895231246948,0.015233741141855717,0.1742052286863327,0.8257947564125061,0.007660574279725552
visual_only_correct_concept_wrong,3,25054130B1,25054130B1,1,1,0,1,0,True,False,True,False,1.2976019382476807,-0.3031575679779053,1.6026811599731445,0.0035638324916362762,0.20958010852336884,0.7904199361801147,0.0010098875500261784
concept_only_wrong_full_correct,3,2487043-B.,2487043-B,1,1,0,1,0,True,False,True,False,0.37142276763916016,-0.6911002397537231,1.0644443035125732,0.008524649776518345,0.2551143169403076,0.7448856830596924,0.002280724933370948
concept_only_wrong_full_correct,3,25054130B1,25054130B1,1,1,0,1,0,True,False,True,False,1.2976019382476807,-0.3031575679779053,1.6026811599731445,0.0035638324916362762,0.20958010852336884,0.7904199361801147,0.0010098875500261784
full_correct_full_without_visual_wrong,3,2487043-B.,2487043-B,1,1,0,1,0,True,False,True,False,0.37142276763916016,-0.6911002397537231,1.0644443035125732,0.008524649776518345,0.2551143169403076,0.7448856830596924,0.002280724933370948
full_correct_full_without_visual_wrong,3,25054130B1,25054130B1,1,1,0,1,0,True,False,True,False,1.2976019382476807,-0.3031575679779053,1.6026811599731445,0.0035638324916362762,0.20958010852336884,0.7904199361801147,0.0010098875500261784
