fold,num_samples,residual_r_min,residual_r_max,residual_r_mean,residual_r_std,high_coef_min,high_coef_max,high_coef_mean,high_coef_std,low_coef_min,low_coef_max,low_coef_mean,low_coef_std,num_correct,residual_r_correct_mean,high_coef_correct_mean,low_coef_correct_mean,num_wrong,residual_r_wrong_mean,high_coef_wrong_mean,low_coef_wrong_mean
0,194,0.2491708397865295,0.2498780637979507,0.2497653057894756,8.866683875055086e-05,1.2491707801818848,1.2498780488967896,1.249765303946033,8.866719240563968e-05,0.7501219511032104,0.7508291602134705,0.7502346935960436,8.866449195039283e-05,183,0.24976596431654008,1.2497659628508522,0.7502340351948973,11,0.24975435029376633,1.2497543421658603,0.7502456469969316
1,194,0.2497456222772598,0.2499984502792358,0.24999001706691132,2.6324649362802103e-05,1.2497456073760986,1.2499984502792358,1.2499900177582024,2.6329040155308154e-05,0.7500015497207642,0.7502543926239014,0.750009983163519,2.6325480167575015e-05,177,0.24998950570990136,1.2499895068885243,0.7500104947952227,17,0.24999534119577962,1.2499953368130852,0.7500046561746037
2,194,0.249578595161438,0.2499605119228363,0.24990172999114105,5.198866187917484e-05,1.249578595161438,1.2499605417251587,1.2499017279172682,5.198894390502738e-05,0.7500394582748413,0.750421404838562,0.7500982730044532,5.1987456443000044e-05,182,0.2498997403206406,1.2498997377825307,0.7501002625449673,12,0.2499319066603978,1.2499319116274517,0.7500680983066559
3,193,0.2493709623813629,0.2498883455991745,0.249769914798786,9.868568229982233e-05,1.2493709325790403,1.249888300895691,1.249769913100208,9.86821940229635e-05,0.7501116394996643,0.7506290674209595,0.7502300835026361,9.868503187200958e-05,176,0.24976575916463678,1.2497657578099857,0.7502342388033867,17,0.24981293783468353,1.2498129325754501,0.7501870639183942
4,193,0.2077802419662475,0.2496937066316604,0.24850714832081078,0.004287329177894958,1.2077802419662476,1.249693751335144,1.2485071445376144,0.004287328976494622,0.7503063082695007,0.7922197580337524,0.7514928529917267,0.004287327898159761,179,0.24849733102588015,1.248497327612765,0.7515026700563271,14,0.2486326694488525,1.2486326609339033,0.7513673348086221
