fold,test_auc,test_acc,test_f1,val_auc,val_acc,balanced_acc,sensitivity,specificity,pr_auc
1,0.9705255681818182,0.8505154639175257,0.8128845578208668,0.9701704545454546,0.8608247422680413,0.7876420454545454,0.5909090909090909,0.984375,0.9428642905786088
