variant,n,gate_mean,gate_std,gate_min,gate_max,gate_range,conflict_gate_mean,non_conflict_gate_mean,conflict_minus_nonconflict
v2_gain2_g08,194,0.931816570230366,0.0016590352169152671,0.9280582666397095,0.9330165386199951,0.0049582719802856445,0.9300931004377512,0.9320832976982707,-0.0019901972605195217
