metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.963294732827452,0.8667312973456227,0.882223171839111,0.9608187476183861,0.8612916148053575,0.7947535052012664,0.9278297244094489,0.9275454484290651
std,0.018195761005347505,0.02976055623640296,0.0264427965749595,0.014945275032697403,0.0315599770850443,0.06460075950469364,0.03554836202973474,0.03883944014494065
