fold,test_auc,test_acc,test_f1,val_auc,val_acc,balanced_acc,sensitivity,specificity,pr_auc
1,0.9683948863636364,0.9278350515463918,0.9183894230769231,0.9431818181818182,0.8762886597938144,0.9122869318181819,0.8636363636363636,0.9609375,0.945292696283196
2,0.945904356060606,0.9072164948453608,0.8966619318181819,0.9936537783523328,0.9536082474226805,0.8966619318181819,0.8636363636363636,0.9296875,0.9102771277013493
3,0.9853096721118815,0.9432989690721649,0.9356201164509609,0.9486995943688856,0.8911917098445595,0.9249618051474908,0.8656716417910447,0.984251968503937,0.9667639410577165
4,0.9624194702934861,0.9326424870466321,0.925436119944129,0.9502505368647101,0.9222797927461139,0.9269863994273443,0.9090909090909091,0.9448818897637795,0.9309308429729435
5,0.9621808637556668,0.927461139896373,0.9220157007619487,0.9644886363636364,0.9123711340206185,0.9376043903602959,0.9696969696969697,0.905511811023622,0.9044907032405958
