fold,test_auc,test_acc,test_f1,val_auc,val_acc
1,0.9641335227272727,0.9226804123711341,0.9135652122256215,0.9088541666666667,0.8917525773195876
2,0.9275568181818183,0.8711340206185567,0.8512041724190826,0.9961217534375367,0.9742268041237113
3,0.9937713009754378,0.9432989690721649,0.9379416640009306,0.962180863755667,0.9585492227979274
4,0.9540085898353615,0.9222797927461139,0.9139647537816874,0.9776902887139107,0.9430051813471503
5,0.9671916010498688,0.9067357512953368,0.8930682098005418,0.9718276515151515,0.9329896907216495
