,folds,test_auc,test_acc,test_f1
0,0,0.9641335227272727,0.9226804123711341,0.9135652122256215
1,1,0.9275568181818183,0.8711340206185567,0.8512041724190826
2,2,0.9937713009754378,0.9432989690721649,0.9379416640009306
3,3,0.9540085898353615,0.9222797927461139,0.9139647537816874
4,4,0.9671916010498688,0.9067357512953368,0.8930682098005418
