metric,test_auc,test_f1,test_acc,val_auc
mean,0.9613323665539518,0.9019488024455729,0.9132257892206612,0.9633349448177866
std,0.021395732959863918,0.029081583684130354,0.024039960904554385,0.029402938206720283
