experiment,num_folds,low_top1_unique_prompts_mean,low_top1_unique_prompts_std,high_top1_unique_prompts_mean,high_top1_unique_prompts_std,low_prompt_entropy_mean,low_prompt_entropy_std,high_prompt_entropy_mean,high_prompt_entropy_std,low_prompt_collapse_rate_mean,low_prompt_collapse_rate_std,high_prompt_collapse_rate_mean,high_prompt_collapse_rate_std,num_low_samples_mean,num_low_samples_std,num_high_samples_mean,num_high_samples_std
Concept-12 MLP dynamic_gate,5,2.6,0.8,3.0,1.0954451150103321,0.7500487510962587,0.11736470054825238,0.8567223715448519,0.22984624628827932,0.6436087815821805,0.020886797635069374,0.5590726991079537,0.11046698632439184,193.6,0.4898979485566356,193.6,0.4898979485566356
Concept-12 PEPS topk=1 tau=0.1,5,9.4,0.7999999999999999,6.6,2.33238075793812,1.5490625552759498,0.21855089109937806,1.1479115927165906,0.31023260472353403,0.43981624913199086,0.13562873370037498,0.5743389776187169,0.06221412955767611,193.6,0.4898979485566356,193.6,0.4898979485566356
Concept-12 PEPS topk=3 tau=0.07,5,8.6,1.4966629547095764,5.8,0.9797958971132712,1.395646248498153,0.21267228662152862,1.055855618940083,0.2708365460639892,0.5619037444580952,0.0713548274495395,0.5590513327279526,0.11420947075610756,193.6,0.4898979485566356,193.6,0.4898979485566356
Concept-12 PEPS topk=3 tau=0.1,5,10.0,3.847076812334269,8.2,2.7856776554368237,1.5809970709568641,0.45332776945419084,1.4959405867003084,0.42578448373676236,0.42837455264141877,0.1835089016783459,0.43996047219699796,0.12236769912777282,193.6,0.4898979485566356,193.6,0.4898979485566356
Concept-12 PEPS topk=3 tau=0.15,5,9.8,1.8330302779823362,7.8,2.7129319932501073,1.4916277629569206,0.1907610293457199,1.2491041227125979,0.27311841484935645,0.46792372202339616,0.11697208605119594,0.5381550130869077,0.1293379189818104,193.6,0.4898979485566356,193.6,0.4898979485566356
Concept-12 PEPS topk=5 tau=0.07,5,9.8,1.8330302779823362,6.6,1.2,1.4558614179689227,0.20548177065585477,1.185940945974321,0.32658675417855393,0.521558677421078,0.08660811860227,0.5197318519309866,0.13727877992134252,193.6,0.4898979485566356,193.6,0.4898979485566356
Concept-12 PEPS topk=5 tau=0.1,5,9.0,1.2649110640673518,6.2,1.16619037896906,1.544981611598179,0.23886516356168555,1.216618633833913,0.241739064339904,0.4222530847711126,0.14600587714808763,0.5598685967629934,0.09042892114283768,193.6,0.4898979485566356,193.6,0.4898979485566356
Concept-12 PEPS topk=5 tau=0.15,5,7.8,1.16619037896906,5.8,2.993325909419153,1.4282332814900924,0.17582580440961434,1.150709163580125,0.44201122988135544,0.4627957908231398,0.11474590165661219,0.5278030019763901,0.14711670022041465,193.6,0.4898979485566356,193.6,0.4898979485566356
