metric_name,count,mean,std,median,min,max
full_margin,194,7.4984887567992065,4.350142919053122,8.609248638153076,-8.049595832824707,14.359527587890625
concept_margin,194,3.9189589773256754,2.3018185592383653,4.5485358238220215,-4.5330586433410645,8.04869270324707
visual_margin,194,3.5770134186160933,2.14249482755361,4.134408473968506,-3.5086617469787598,6.384227275848389
csg_margin,194,0.02029353696324853,0.046956947932540266,0.019160300493240356,-0.19607877731323242,0.21541821956634521
full_top1_margin,194,8.111284518979259,3.0591077954527077,8.609248638153076,0.9898232221603394,14.359527587890625
concept_top1_margin,194,4.2987832322563095,1.4754900432356994,4.5485358238220215,0.26714587211608887,8.04869270324707
visual_top1_margin,194,3.830016525980738,1.6481148302736683,4.134408473968506,0.09449723362922668,6.384227275848389
csg_top1_margin,194,0.03592671442911336,0.03641502151512435,0.02718318160623312,2.9564835131168365e-06,0.21541821956634521
visual_contribution_ratio,194,0.3035946374797483,0.14134774836977243,0.2776096612215042,0.018070200458168983,0.7485060095787048
concept_contribution_ratio,194,0.6964053623762327,0.14134774909466202,0.7223903238773346,0.25149402022361755,0.9819297790527344
csg_contribution_ratio,194,0.0029269586917067014,0.0031972215978190973,0.0021126718493178487,1.1439068657637108e-05,0.023719798773527145
