,folds,test_auc,test_acc,test_f1,val_auc,balanced_acc,sensitivity,specificity,pr_auc
0,0,0.974313446969697,0.9226804123711341,0.9164441381686622,0.9584517045454546,0.9303977272727273,0.9545454545454546,0.90625,0.9515601029396356
1,1,0.9549005681818181,0.9226804123711341,0.9141972578505086,0.9908332353978141,0.915719696969697,0.8939393939393939,0.9375,0.9144641286477238
2,2,0.9895404865436597,0.9381443298969072,0.9294801890221738,0.9614650441422095,0.9174991185803267,0.8507462686567164,0.984251968503937,0.9712280984463009
3,3,0.9513242662848962,0.9326424870466321,0.923095785440613,0.9539489382009065,0.9124314006203771,0.8484848484848485,0.9763779527559056,0.9234179539616871
4,4,0.9417800047721309,0.917098445595855,0.9072115384615385,0.9802320075757576,0.9042591267000716,0.8636363636363636,0.9448818897637795,0.8737693943456224
