metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9712364298096133,0.920240659132807,0.9287164147214358,0.9721298966646724,0.9175334572217653,0.882089552238806,0.9529773622047244,0.943355940995071
std,0.011426107857885013,0.02183995750086067,0.019431192605168488,0.007889290824447547,0.02148896985474692,0.035292821870686844,0.022027847116254853,0.029828986322692434
