fold,test_auc,test_acc,test_f1,val_auc,val_acc,balanced_acc,sensitivity,specificity,pr_auc
1,0.9538352272727273,0.865979381443299,0.8572398958451262,0.9330018939393939,0.8865979381443299,0.8764204545454546,0.9090909090909091,0.84375,0.9239051339420805
2,0.9487452651515151,0.8865979381443299,0.8754668534080299,0.9886003055588201,0.9639175257731959,0.8810369318181819,0.8636363636363636,0.8984375,0.9160667776247089
3,0.993301210483018,0.9329896907216495,0.922626169657923,0.9624194702934861,0.9119170984455959,0.9065107533200141,0.8208955223880597,0.9921259842519685,0.9869533158483073
4,0.9520400858983535,0.917098445595855,0.9049495198227038,0.9590789787640182,0.927461139896373,0.8933428775948461,0.8181818181818182,0.968503937007874,0.9264485290129809
5,0.9459556191839656,0.8911917098445595,0.8795506552943624,0.951941287878788,0.9175257731958762,0.880935337628251,0.8484848484848485,0.9133858267716536,0.8514302393297432
