slide_id,fold,raw_attention_shape,a_low_proto_patch_shape,attention_dim_judgement,warning,proto_attention_row_sum_min,proto_attention_row_sum_max,proto_attention_cosine_mean,proto_attention_cosine_median,proto_attention_cosine_max,proto_top1_unique_ratio,proto_top3_overlap_mean,proto_top5_overlap_mean,proto_top1_pairwise_dist_mean,proto_top1_pairwise_dist_median
25017355B4,0,"(1, 1, 16, 142)","(16, 142)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9759225029052139,0.99136163497812,0.9999687270762138,0.0625,1.0,1.0,0.0,0.0
25017923B,0,"(1, 1, 16, 119)","(16, 119)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998211860657,1.0000001192092896,0.9777346513060771,0.9920149316094334,0.9999123722448537,0.0625,1.0,1.0,0.0,0.0
25019273B,0,"(1, 1, 16, 379)","(16, 379)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9542495823140756,0.9810292017688254,0.9999076388411544,0.0625,1.0,0.9750000000000001,0.0,0.0
25020556B4,0,"(1, 1, 16, 152)","(16, 152)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0,0.979347416682371,0.9925156572835618,0.999942289827588,0.0625,1.0,1.0,0.0,0.0
25021277B4,0,"(1, 1, 16, 89)","(16, 89)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9701386824572286,0.9886326512874415,0.9999337960747394,0.0625,0.9583333333333334,1.0,0.0,0.0
25022013B,0,"(1, 1, 16, 169)","(16, 169)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0,0.978339048621882,0.9918335197633303,0.9999534660458902,0.0625,1.0,0.92,0.0,0.0
25023687B4,0,"(1, 1, 16, 64)","(16, 64)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9784414454318034,0.9919488824746099,0.9999266395135139,0.0625,1.0,1.0,0.0,0.0
25023961B2,0,"(1, 1, 16, 49)","(16, 49)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9883177497595572,0.9963841537803114,0.9999879221880493,0.0625,1.0,0.92,0.0,0.0
25023972B3,0,"(1, 1, 16, 267)","(16, 267)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9740234248773573,0.9897996188334471,0.9999307154942156,0.0625,1.0,1.0,0.0,0.0
25024855B4,0,"(1, 1, 16, 157)","(16, 157)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,1.0,1.000000238418579,0.9763088493387398,0.9915952852138548,0.9999037143288518,0.0625,1.0,1.0,0.0,0.0
25025076B,0,"(1, 1, 16, 270)","(16, 270)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999999403953552,1.0000001192092896,0.9765888274637753,0.9908733396470525,0.9999070871871528,0.125,0.9222222222222222,1.0,10647.700386262988,0.0
25025087B,0,"(1, 1, 16, 170)","(16, 170)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998211860657,1.0,0.9806880636213616,0.9935955127688714,0.9999890226764511,0.0625,1.0,0.9750000000000001,0.0,0.0
25025954B3,0,"(1, 1, 16, 40)","(16, 40)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999999403953552,1.0000001192092896,0.9724093030261517,0.9877171440741908,0.9999539005300877,0.0625,1.0,1.0,0.0,0.0
25026144B2,0,"(1, 1, 16, 282)","(16, 282)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.000000238418579,0.9525542510088421,0.9814575097025084,0.9998901728890655,0.0625,1.0,1.0,0.0,0.0
25026499B3,0,"(1, 1, 16, 296)","(16, 296)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9841093698576352,0.9943771567392875,0.9999375084224987,0.0625,0.8333333333333331,1.0,0.0,0.0
25026782B3,0,"(1, 1, 16, 205)","(16, 205)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9830103778144135,0.9933852715031478,0.9999529009636028,0.0625,1.0,0.9533333333333334,0.0,0.0
25027131B2,0,"(1, 1, 16, 315)","(16, 315)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9740994422726277,0.9903138735610932,0.9998910988371543,0.0625,1.0,1.0,0.0,0.0
25027181B3,0,"(1, 1, 16, 185)","(16, 185)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999999403953552,1.0000001192092896,0.9782262809644148,0.9912415341206811,0.9999371937158503,0.0625,0.9583333333333334,1.0,0.0,0.0
25027723B4,0,"(1, 1, 16, 248)","(16, 248)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0,0.9664124855993618,0.9865564751880158,0.9999084203938742,0.0625,1.0,1.0,0.0,0.0
25028014B7,0,"(1, 1, 16, 97)","(16, 97)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9824788737470223,0.9928327705596799,0.9999618841087728,0.0625,0.9583333333333334,1.0,0.0,0.0
25028514B,0,"(1, 1, 16, 128)","(16, 128)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999997615814209,1.0000001192092896,0.9711474276862585,0.990214279787218,0.9999301470547961,0.0625,1.0,1.0,0.0,0.0
25028738B2,0,"(1, 1, 16, 212)","(16, 212)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.000000238418579,0.9789935376292519,0.992024142856902,0.9999323043453505,0.0625,1.0,1.0,0.0,0.0
25029425B2,0,"(1, 1, 16, 281)","(16, 281)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9805483449835037,0.992215502737642,0.9999124091702212,0.0625,1.0,1.0,0.0,0.0
25029425B,0,"(1, 1, 16, 361)","(16, 361)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.000000238418579,0.975369123205208,0.9901577599020294,0.9999017656340868,0.0625,1.0,0.9533333333333334,0.0,0.0
25029737B2,0,"(1, 1, 16, 239)","(16, 239)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9699643255721576,0.98858040292689,0.9999059781722884,0.0625,1.0,1.0,0.0,0.0
25030334B2,0,"(1, 1, 16, 228)","(16, 228)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0,0.975017150635264,0.9903215571119217,0.9999592382141368,0.0625,1.0,1.0,0.0,0.0
25030750B2,0,"(1, 1, 16, 336)","(16, 336)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9616003334071371,0.9846402813371999,0.9999284704104489,0.0625,1.0,1.0,0.0,0.0
25030988B4,0,"(1, 1, 16, 144)","(16, 144)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9695465364412658,0.9884163019398554,0.9999711214906433,0.0625,1.0,0.9533333333333334,0.0,0.0
25030998B2,0,"(1, 1, 16, 226)","(16, 226)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9810734373723695,0.9929581719806397,0.999954469529215,0.0625,1.0,1.0,0.0,0.0
25031267B2,0,"(1, 1, 16, 162)","(16, 162)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0,0.9748028948706593,0.9904700288320729,0.9998732059977002,0.0625,1.0,0.8683333333333335,0.0,0.0
25031411B3,0,"(1, 1, 16, 45)","(16, 45)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.000000238418579,0.9822835491664068,0.993172581901469,0.9999666960826292,0.0625,1.0,1.0,0.0,0.0
25031706B,0,"(1, 1, 16, 144)","(16, 144)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9777189607999366,0.9904598359686387,0.9998548283801655,0.0625,1.0,1.0,0.0,0.0
25032179B3,0,"(1, 1, 16, 47)","(16, 47)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998211860657,1.0000001192092896,0.9899162532731806,0.9960784801647355,0.9999028418583049,0.125,1.0,1.0,1351.6110420120463,0.0
25032789B2,0,"(1, 1, 16, 254)","(16, 254)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9670657215723696,0.9869626005824629,0.9999212507852153,0.0625,1.0,0.9083333333333333,0.0,0.0
25033447B4,0,"(1, 1, 16, 75)","(16, 75)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998211860657,1.0000001192092896,0.981142625451165,0.9940378784608168,0.9999860549926066,0.0625,1.0,1.0,0.0,0.0
25034327B2,0,"(1, 1, 16, 336)","(16, 336)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999999403953552,1.0,0.9696282985806735,0.9882827895299565,0.9999058386847086,0.0625,0.8666666666666667,1.0,0.0,0.0
25034940B11,0,"(1, 1, 16, 188)","(16, 188)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998211860657,1.0000001192092896,0.9895917756713905,0.9962207291139213,0.9999221925141228,0.0625,1.0,1.0,0.0,0.0
25034940B12,0,"(1, 1, 16, 110)","(16, 110)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998211860657,1.0000001192092896,0.9753858903531367,0.9909196008523097,0.999961268761089,0.0625,1.0,1.0,0.0,0.0
25035354B3,0,"(1, 1, 16, 241)","(16, 241)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.983364375286084,0.9947583026116116,0.9999882679923306,0.0625,1.0,1.0,0.0,0.0
25044694B,0,"(1, 1, 16, 290)","(16, 290)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999999403953552,1.0000001192092896,0.974130761822421,0.9885393243976717,0.9998991451279742,0.0625,1.0,0.9016666666666668,0.0,0.0
25045625B3,0,"(1, 1, 16, 154)","(16, 154)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9798486578495118,0.9922392333662315,0.999912203031861,0.0625,1.0,1.0,0.0,0.0
25045625B1,0,"(1, 1, 16, 153)","(16, 153)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999999403953552,1.0,0.9594404235115803,0.9841061130583322,0.9999517257533707,0.0625,1.0,1.0,0.0,0.0
25045801B2,0,"(1, 1, 16, 136)","(16, 136)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999999403953552,1.0000001192092896,0.979532650655432,0.9918711866263532,0.9998218560594277,0.0625,1.0,0.975,0.0,0.0
25045829B2,0,"(1, 1, 16, 298)","(16, 298)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9774807054639062,0.9909750909369811,0.999939978804321,0.0625,1.0,1.0,0.0,0.0
25046631B2,0,"(1, 1, 16, 240)","(16, 240)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9576419522469521,0.9850688261852278,0.9999822063879051,0.0625,1.0,1.0,0.0,0.0
25047538B2,0,"(1, 1, 16, 122)","(16, 122)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9746266460337769,0.9900674776002572,0.9999510176611851,0.0625,1.0,1.0,0.0,0.0
25049999B2,0,"(1, 1, 16, 201)","(16, 201)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9833077604570973,0.9930235750709678,0.9999643091504873,0.0625,1.0,0.8850000000000001,0.0,0.0
25050888B2,0,"(1, 1, 16, 108)","(16, 108)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9767898718190945,0.9920239232784352,0.999933009395908,0.0625,1.0,0.92,0.0,0.0
25051008B4,0,"(1, 1, 16, 153)","(16, 153)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999997615814209,1.0000001192092896,0.9827947083791576,0.9927384442112153,0.9999897062426691,0.0625,1.0,1.0,0.0,0.0
25054693B2,0,"(1, 1, 16, 269)","(16, 269)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9690505945093402,0.9884091246185104,0.9999528519309331,0.0625,0.8916666666666667,1.0,0.0,0.0
25055778B2,0,"(1, 1, 16, 345)","(16, 345)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9675598709030226,0.9860866654124317,0.9999430590174252,0.0625,1.0,1.0,0.0,0.0
25055784B2,0,"(1, 1, 16, 254)","(16, 254)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,1.0,1.000000238418579,0.9864094278458201,0.9947230685244981,0.9999413727487664,0.0625,1.0,1.0,0.0,0.0
25057854B3,0,"(1, 1, 16, 102)","(16, 102)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9704157769893847,0.9901082912843089,0.9999731284823274,0.0625,1.0,1.0,0.0,0.0
25057865B1,0,"(1, 1, 16, 310)","(16, 310)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.000000238418579,0.9702107125999645,0.9879274500469681,0.9999578656673348,0.0625,1.0,1.0,0.0,0.0
25059686B2,0,"(1, 1, 16, 291)","(16, 291)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.000000238418579,0.977346808209033,0.9920141778406981,0.999923654827723,0.0625,1.0,1.0,0.0,0.0
25062891B4,0,"(1, 1, 16, 55)","(16, 55)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9702255293699698,0.9895426543159563,0.9999681576813866,0.0625,1.0,0.9150000000000001,0.0,0.0
25063642B,0,"(1, 1, 16, 131)","(16, 131)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.000000238418579,0.9716887193827439,0.9891442520757239,0.9999065022324243,0.0625,0.8916666666666667,1.0,0.0,0.0
2461703-B3,1,"(1, 1, 16, 253)","(16, 253)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9683037651399438,0.9996763242341874,0.9999944799472104,0.0625,1.0,1.0,0.0,0.0
2461861-B2,1,"(1, 1, 16, 62)","(16, 62)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.000000238418579,0.9781099208258702,0.9995774033833663,0.9999835267300194,0.125,1.0,1.0,2048.0,2048.0
2462885-B2,1,"(1, 1, 16, 272)","(16, 272)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9771967742070785,0.9995659817265736,0.9999854171430387,0.0625,1.0,1.0,0.0,0.0
2462987-B2,1,"(1, 1, 16, 139)","(16, 139)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9626357845862773,0.9995929871046512,0.9999882094402192,0.0625,1.0,0.9750000000000001,0.0,0.0
2463135-B,1,"(1, 1, 16, 307)","(16, 307)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.000000238418579,0.9702546380791244,0.9992958669551608,0.9999770739275579,0.0625,1.0,0.9533333333333334,0.0,0.0
2463187-B2,1,"(1, 1, 16, 110)","(16, 110)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998211860657,1.0000001192092896,0.9707919108429182,0.9998447786566558,0.9999993016954791,0.0625,1.0,1.0,0.0,0.0
2463404-B2,1,"(1, 1, 16, 217)","(16, 217)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9682416838383132,0.9995187561042949,0.9999902125715014,0.0625,1.0,1.0,0.0,0.0
2463643-B,1,"(1, 1, 16, 241)","(16, 241)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998211860657,1.0000001192092896,0.9822268962177869,0.999803800287142,0.9999963636568409,0.0625,1.0,1.0,0.0,0.0
2464438-B5,1,"(1, 1, 16, 98)","(16, 98)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9829761609048063,0.9997760003533489,0.9999910963226218,0.125,1.0,1.0,30628.827391491464,57429.0513590465
2464929-B,1,"(1, 1, 16, 291)","(16, 291)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999999403953552,1.0000001192092896,0.9724901368432833,0.9994896230174881,0.9999721903658148,0.0625,1.0,1.0,0.0,0.0
2465263-B2,1,"(1, 1, 16, 163)","(16, 163)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9813981276147147,0.9993328116820608,0.999970221681791,0.0625,1.0,1.0,0.0,0.0
2465636-B,1,"(1, 1, 16, 230)","(16, 230)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9821535987757096,0.9995822556815775,0.9999507561700084,0.0625,1.0,1.0,0.0,0.0
2465989-B2,1,"(1, 1, 16, 205)","(16, 205)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998211860657,1.0000001192092896,0.982004017964785,0.9999019652166292,0.9999997644420273,0.0625,1.0,1.0,0.0,0.0
2466580-B5,1,"(1, 1, 16, 102)","(16, 102)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998211860657,1.0000001192092896,0.9706114189666256,0.9995658773492284,0.9999871141821288,0.0625,1.0,0.975,0.0,0.0
2466581-B1,1,"(1, 1, 16, 300)","(16, 300)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998211860657,1.0000003576278687,0.9564621348658691,0.9996691304053804,0.9999982077615469,0.0625,1.0,1.0,0.0,0.0
2466866-B,1,"(1, 1, 16, 206)","(16, 206)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9816231104385152,0.999473749679462,0.9999725665835741,0.0625,1.0,1.0,0.0,0.0
2466884-B2,1,"(1, 1, 16, 136)","(16, 136)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998211860657,1.000000238418579,0.9814299554033911,0.9997826204308348,0.999997500056014,0.0625,1.0,1.0,0.0,0.0
2466899-B2,1,"(1, 1, 16, 218)","(16, 218)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9868586441889946,0.9996274474676032,0.9999831196808946,0.0625,1.0,1.0,0.0,0.0
2468698-B2,1,"(1, 1, 16, 276)","(16, 276)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0,0.9740981212936066,0.9996877171542313,0.9999989889231147,0.0625,1.0,1.0,0.0,0.0
2469024-B,1,"(1, 1, 16, 115)","(16, 115)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9784612455548415,0.9996996938244133,0.9999927693882735,0.0625,1.0,1.0,0.0,0.0
2469505-B2,1,"(1, 1, 16, 252)","(16, 252)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999999403953552,1.0000001192092896,0.9671156758682528,0.9992321819362053,0.9999746230432547,0.0625,1.0,1.0,0.0,0.0
2469969-B2,1,"(1, 1, 16, 176)","(16, 176)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999999403953552,1.000000238418579,0.9721386708822543,0.999747376074793,0.9999973883431441,0.0625,1.0,0.9350000000000002,0.0,0.0
2470260-B,1,"(1, 1, 16, 287)","(16, 287)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9747458281555126,0.9996823805390972,0.9999834570132667,0.0625,1.0,1.0,0.0,0.0
2471072-B2,1,"(1, 1, 16, 263)","(16, 263)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998211860657,1.000000238418579,0.9704060680217265,0.9997904800619628,0.9999986668405564,0.0625,1.0,0.9750000000000001,0.0,0.0
2472465-B2,1,"(1, 1, 16, 249)","(16, 249)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9638987869964973,0.9993737933270499,0.9999878929367717,0.0625,0.8472222222222221,1.0,0.0,0.0
2472471-B2,1,"(1, 1, 16, 190)","(16, 190)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9695193884884008,0.9995706343925397,0.9999886628748036,0.0625,1.0,1.0,0.0,0.0
2473272-B3,1,"(1, 1, 16, 247)","(16, 247)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999997615814209,1.0000001192092896,0.9768065763774598,0.9995855581750709,0.999998185006891,0.0625,1.0,1.0,0.0,0.0
2473394-B2,1,"(1, 1, 16, 295)","(16, 295)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9659171352144215,0.9994743631179319,0.9999981941412099,0.0625,1.0,1.0,0.0,0.0
2474124-B2,1,"(1, 1, 16, 209)","(16, 209)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9776593320301258,0.9992698678265789,0.9999667778706406,0.0625,1.0,1.0,0.0,0.0
2474718-B4,1,"(1, 1, 16, 154)","(16, 154)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9758377392361504,0.9993740956185112,0.9999661879021149,0.0625,1.0,1.0,0.0,0.0
2475159-B,1,"(1, 1, 16, 178)","(16, 178)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.966970978158399,0.9995030750224432,0.9999885959027585,0.0625,1.0,1.0,0.0,0.0
2476250-B2,1,"(1, 1, 16, 79)","(16, 79)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999997615814209,1.0000001192092896,0.9810191770222446,0.9995711270761158,0.9999700999525507,0.0625,1.0,1.0,0.0,0.0
2476295-B3,1,"(1, 1, 16, 249)","(16, 249)","raw_attn interpreted as [batch, heads, prototype_query, low_patch_source]",average_attn_weights=False not supported by current attention module; using module-specific return format.,0.9999998807907104,1.0000001192092896,0.9693454845198243,0.9995361966067774,0.9999697961488763,0.0625,1.0,1.0,0.0,0.0
