metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9557291666666666,0.8834134615384616,0.8969072164948454,0.970971912093078,0.8778409090909092,0.8181818181818182,0.9375,0.9278992257874576
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
