metric_name,count,mean,std,median,min,max
full_margin,193,7.687163348642656,5.794582680222129,9.35400676727295,-13.225602149963379,15.352567672729492
concept_margin,193,4.0472407847488485,3.2354391558020295,5.102115154266357,-6.464963436126709,8.602339744567871
visual_margin,193,3.640361936907694,2.8070991079926015,4.588524341583252,-6.895520210266113,7.763583183288574
csg_margin,193,0.05883598617981357,0.06292770160667817,0.07217603921890259,-0.1334574818611145,0.23348110914230347
full_top1_margin,193,8.90597990201545,3.654201796773427,9.707902908325195,0.02708721160888672,15.352567672729492
concept_top1_margin,193,4.714687631537878,2.1494057405839375,5.3982014656066895,0.013466596603393555,8.602339744567871
visual_top1_margin,193,4.229436231709514,1.801085671388792,4.6963911056518555,0.019731193780899048,7.763583183288574
csg_top1_margin,193,0.07312302006115423,0.04554769847518506,0.0750996395945549,0.00019292632350698113,0.23348110914230347
visual_contribution_ratio,193,0.266512685805231,0.10338055699961073,0.2680063545703888,0.0029009669087827206,0.6027225852012634
concept_contribution_ratio,193,0.7334873159005852,0.10338055502007916,0.7319936752319336,0.39727744460105896,0.9970990419387817
csg_contribution_ratio,193,0.0061916110729999235,0.0038981293435211284,0.007243479136377573,2.0553674403345212e-05,0.017592312768101692
