metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9757339015151515,0.8987826086956522,0.9072164948453608,0.9509943181818181,0.9076704545454546,0.9090909090909091,0.90625,0.9547979037555255
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
