metric_name,count,mean,std,median,min,max
full_margin,194,7.326424913615296,4.292329542299501,8.719029426574707,-9.659163475036621,13.392114639282227
concept_margin,194,3.688650456900449,2.138691450590923,4.365391731262207,-4.617007255554199,7.651707649230957
visual_margin,194,3.636805479520375,2.275220023239602,4.218132495880127,-5.683201313018799,6.879819869995117
csg_margin,194,0.0020033821266158915,0.005078728096019583,0.002173531334847212,-0.021346714347600937,0.017797622829675674
full_top1_margin,194,7.9600960375721925,2.955920497436868,8.757704257965088,0.19481515884399414,13.392114639282227
concept_top1_margin,194,4.027831877629781,1.3988258217419165,4.394054651260376,0.11276674270629883,7.651707649230957
visual_top1_margin,194,3.942043340851351,1.6921213162386906,4.2251410484313965,0.1489391326904297,6.879819869995117
csg_top1_margin,194,0.004215942107359446,0.003468840031759363,0.0033511666115373373,3.653205931186676e-05,0.021346714347600937
visual_contribution_ratio,194,0.3499093654267874,0.11780553468773251,0.3441394716501236,0.019842464476823807,0.7782669067382812
concept_contribution_ratio,194,0.6500906376648194,0.11780553563403692,0.6558605432510376,0.22173310816287994,0.9801575541496277
csg_contribution_ratio,194,0.00046478858412615646,0.00037268784835143887,0.0003828077024081722,8.596712177677546e-07,0.001857595518231392
