fold,sample_id,slide_id,label,pred_full,pred_concept_only,pred_visual_only,pred_full_without_visual,full_correct,concept_correct,visual_correct,full_without_visual_correct,full_margin,concept_margin,visual_margin,csg_margin,full_top1_margin,concept_top1_margin,visual_top1_margin,csg_top1_margin,visual_contribution_ratio,concept_contribution_ratio,csg_contribution_ratio
0,2465397-B,2465397-B,0,0,0,0,0,True,True,True,True,9.841228485107422,4.940673351287842,4.897523403167725,0.005001660902053118,9.841228485107422,4.940673351287842,4.897523403167725,0.005001660902053118,0.29142051935195923,0.7085794806480408,0.0008076709927991033
0,2465568-B2,2465568-B2,0,0,0,0,0,True,True,True,True,10.934426307678223,5.240965843200684,5.690427780151367,0.001568724401295185,10.934426307678223,5.240965843200684,5.690427780151367,0.001568724401295185,0.3807767927646637,0.6192232370376587,0.000541942601557821
0,2465608-B2,2465608-B2,0,0,0,0,0,True,True,True,True,6.606387138366699,2.7730863094329834,3.8302688598632812,0.0024661365896463394,6.606387138366699,2.7730863094329834,3.8302688598632812,0.0024661365896463394,0.24270135164260864,0.7572986483573914,0.0009001618018373847
0,2466264-B2,2466264-B2,0,0,0,0,0,True,True,True,True,10.701334953308105,4.864336013793945,5.833967685699463,0.00882528256624937,10.701334953308105,4.864336013793945,5.833967685699463,0.00882528256624937,0.27488604187965393,0.7251139283180237,0.0012049839133396745
0,2466923-B2,2466923-B2,0,0,0,0,0,True,True,True,True,10.964431762695312,5.275158882141113,5.686241149902344,0.0031516756862401962,10.964431762695312,5.275158882141113,5.686241149902344,0.0031516756862401962,0.3501896858215332,0.6498103141784668,0.0005788365961052477
0,2468673-B2,2468673-B2,0,0,0,0,0,True,True,True,True,4.532971382141113,2.6707046031951904,1.8592346906661987,-0.003987272270023823,4.532971382141113,2.6707046031951904,1.8592346906661987,0.003987272270023823,0.29466167092323303,0.7053382992744446,0.0003196473990101367
0,2468796-B3,2468796-B3,0,0,0,0,0,True,True,True,True,11.326932907104492,5.311148643493652,6.012752532958984,0.005173082463443279,11.326932907104492,5.311148643493652,6.012752532958984,0.005173082463443279,0.3521885573863983,0.6478114724159241,0.000740359362680465
0,2469004-B2,2469004-B2,0,0,0,0,0,True,True,True,True,9.298430442810059,4.508284568786621,4.787113189697266,-0.0005727461539208889,9.298430442810059,4.508284568786621,4.787113189697266,0.0005727461539208889,0.3677706718444824,0.6322293281555176,0.00021838388056494296
0,2469029-B2,2469029-B2,0,0,0,0,0,True,True,True,True,8.291976928710938,4.213685512542725,4.075260162353516,-0.0009497266728430986,8.291976928710938,4.213685512542725,4.075260162353516,0.0009497266728430986,0.36996224522590637,0.6300376653671265,0.00030659776530228555
0,2469033-B2,2469033-B2,0,0,0,0,0,True,True,True,True,10.600135803222656,5.087284564971924,5.509819030761719,0.005010486114770174,10.600135803222656,5.087284564971924,5.509819030761719,0.005010486114770174,0.3218848705291748,0.6781151294708252,0.0008535624947398901
0,2469496-B,2469496-B,0,0,0,0,0,True,True,True,True,9.375709533691406,4.693815231323242,4.678861141204834,-0.0014453243929892778,9.375709533691406,4.693815231323242,4.678861141204834,0.0014453243929892778,0.4005100727081299,0.5994899272918701,0.0002966394822578877
0,2469569-B2,2469569-B2,0,0,0,0,0,True,True,True,True,11.15648365020752,5.365496635437012,5.787956237792969,0.003561648540198803,11.15648365020752,5.365496635437012,5.787956237792969,0.003561648540198803,0.35764366388320923,0.6423563361167908,0.0007128247525542974
0,2469849-B2,2469849-B2,0,0,0,0,0,True,True,True,True,6.848506450653076,3.417633533477783,3.4278407096862793,-0.003918086178600788,6.848506450653076,3.417633533477783,3.4278407096862793,0.003918086178600788,0.3532768785953522,0.6467231512069702,0.00032068000291474164
0,2469927-B2,2469927-B2,0,0,0,0,0,True,True,True,True,7.841202735900879,4.110727310180664,3.727442741394043,-0.002333343029022217,7.841202735900879,4.110727310180664,3.727442741394043,0.002333343029022217,0.381756067276001,0.6182439923286438,9.297372162109241e-05
0,2471237-B2,2471237-B2,0,0,0,0,0,True,True,True,True,10.516280174255371,4.871876239776611,5.641371726989746,0.004980293568223715,10.516280174255371,4.871876239776611,5.641371726989746,0.004980293568223715,0.3421578109264374,0.657842218875885,0.0008207772043533623
0,2471452-B2,2471452-B2,0,0,0,0,0,True,True,True,True,10.442066192626953,5.266051769256592,5.172983169555664,0.002131837187334895,10.442066192626953,5.266051769256592,5.172983169555664,0.002131837187334895,0.3389391601085663,0.6610608100891113,0.0005346476100385189
0,2471884-B2,2471884-B2,0,0,0,0,0,True,True,True,True,3.2494192123413086,2.2908272743225098,0.9555596709251404,-0.00386054371483624,3.2494192123413086,2.2908272743225098,0.9555596709251404,0.00386054371483624,0.37275853753089905,0.6272414922714233,0.0004014997975900769
0,2471957-B,2471957-B,0,0,0,0,0,True,True,True,True,6.879509925842285,3.6653640270233154,3.211113214492798,-0.005761461798101664,6.879509925842285,3.6653640270233154,3.211113214492798,0.005761461798101664,0.33486315608024597,0.6651368141174316,0.0008606960764154792
0,2471959-B2,2471959-B2,0,0,0,0,0,True,True,True,True,4.672034740447998,3.0739850997924805,1.5950173139572144,-0.00350374449044466,4.672034740447998,3.0739850997924805,1.5950173139572144,0.00350374449044466,0.16373901069164276,0.836260974407196,0.00030606682412326336
0,2471963-B,2471963-B,0,0,0,0,0,True,True,True,True,3.753112316131592,1.157249927520752,2.5928306579589844,-0.0027777832001447678,3.753112316131592,1.157249927520752,2.5928306579589844,0.0027777832001447678,0.1425703912973404,0.8574296236038208,0.0006711725727654994
0,2473212-B4,2473212-B4,0,0,0,0,0,True,True,True,True,9.220433235168457,3.948274850845337,5.269125938415527,-0.00041646859608590603,9.220433235168457,3.948274850845337,5.269125938415527,0.00041646859608590603,0.36857494711875916,0.6314250230789185,0.00030517124105244875
0,2473218-B3,2473218-B3,0,0,0,0,0,True,True,True,True,9.314697265625,4.122395038604736,5.18927001953125,-0.000956473930273205,9.314697265625,4.122395038604736,5.18927001953125,0.000956473930273205,0.3693130910396576,0.6306869387626648,0.00012317716027610004
0,2473534-B2,2473534-B2,0,0,0,0,0,True,True,True,True,8.98859977722168,3.30985951423645,5.675708770751953,0.008515516296029091,8.98859977722168,3.30985951423645,5.675708770751953,0.008515516296029091,0.3257726728916168,0.6742272973060608,0.0008789208950474858
0,2473549-B,2473549-B,0,0,0,0,0,True,True,True,True,9.743087768554688,4.76686954498291,4.9731855392456055,0.0023348135873675346,9.743087768554688,4.76686954498291,4.9731855392456055,0.0023348135873675346,0.3460373878479004,0.6539626121520996,0.0005898112431168556
0,2473621-B3,2473621-B3,0,0,0,0,0,True,True,True,True,6.912416458129883,3.0456056594848633,3.8637797832489014,0.015519200824201107,6.912416458129883,3.0456056594848633,3.8637797832489014,0.015519200824201107,0.21985730528831482,0.7801426649093628,0.001857595518231392
0,2474150-B3,2474150-B3,0,0,0,0,0,True,True,True,True,6.595412254333496,3.3201279640197754,3.272251844406128,-0.0038446132093667984,6.595412254333496,3.3201279640197754,3.272251844406128,0.0038446132093667984,0.3039027154445648,0.6960973143577576,0.0002700492332223803
0,2474291-B2,2474291-B2,0,0,0,0,0,True,True,True,True,8.782147407531738,3.3927903175354004,5.386324882507324,0.009261353872716427,8.782147407531738,3.3927903175354004,5.386324882507324,0.009261353872716427,0.2676255702972412,0.732374370098114,0.0014924312708899379
0,2474337-B3,2474337-B3,0,0,0,0,0,True,True,True,True,10.758642196655273,5.068634033203125,5.686976432800293,0.005468374118208885,10.758642196655273,5.068634033203125,5.686976432800293,0.005468374118208885,0.32537776231765747,0.6746222376823425,0.0008629931253381073
0,2474638-B3,2474638-B3,0,0,0,0,0,True,True,True,True,9.266728401184082,4.586820125579834,4.676876068115234,0.0009134910069406033,9.266728401184082,4.586820125579834,4.676876068115234,0.0009134910069406033,0.3093371093273163,0.6906629204750061,0.0002537438413128257
0,2474739-B2,2474739-B2,0,0,0,0,0,True,True,True,True,11.721630096435547,5.511194229125977,6.207405090332031,0.008323142305016518,11.721630096435547,5.511194229125977,6.207405090332031,0.008323142305016518,0.3385218679904938,0.6614781618118286,0.001138164079748094
0,2475011-B2,2475011-B2,0,0,0,0,0,True,True,True,True,11.45563793182373,5.451974868774414,6.000631332397461,0.0049630217254161835,11.45563793182373,5.451974868774414,6.000631332397461,0.0049630217254161835,0.3572916090488434,0.642708420753479,0.0008806851110421121
0,2475022-B,2475022-B,0,0,0,0,0,True,True,True,True,12.20485782623291,5.701598644256592,6.500227928161621,0.007254830561578274,12.20485782623291,5.701598644256592,6.500227928161621,0.007254830561578274,0.35019639134407043,0.6498035788536072,0.0010140619706362486
0,2475126-B2,2475126-B2,0,0,0,0,0,True,True,True,True,10.885980606079102,5.212649822235107,5.6702985763549805,0.002285587601363659,10.885980606079102,5.212649822235107,5.6702985763549805,0.002285587601363659,0.3661320209503174,0.6338680386543274,0.0005323534132912755
0,2475349-B2,2475349-B2,0,0,0,0,0,True,True,True,True,9.04305648803711,4.292039394378662,4.747984886169434,0.0013916663592681289,9.04305648803711,4.292039394378662,4.747984886169434,0.0013916663592681289,0.32544970512390137,0.6745502352714539,0.0003686211130116135
0,2476252-B2,2476252-B2,0,0,0,0,0,True,True,True,True,9.73061466217041,4.588170051574707,5.139411926269531,0.00024553562980145216,9.73061466217041,4.588170051574707,5.139411926269531,0.00024553562980145216,0.36887091398239136,0.6311290264129639,0.00032323176856152713
0,2477189-B3,2477189-B3,0,0,0,0,0,True,True,True,True,5.8863935470581055,2.8899784088134766,2.9933829307556152,-0.0037552695721387863,5.8863935470581055,2.8899784088134766,2.9933829307556152,0.0037552695721387863,0.2480192929506302,0.751980721950531,0.00025978047051467
0,2477541-B2,2477541-B2,0,0,0,0,0,True,True,True,True,8.578072547912598,4.3516621589660645,4.2233781814575195,0.002685703570023179,8.578072547912598,4.3516621589660645,4.2233781814575195,0.002685703570023179,0.2902001440525055,0.7097998857498169,0.0007247684989124537
0,2477809-B3,2477809-B3,0,0,0,0,0,True,True,True,True,10.722009658813477,5.310553073883057,5.408424377441406,0.0018344847485423088,10.722009658813477,5.310553073883057,5.408424377441406,0.0018344847485423088,0.36104482412338257,0.6389552354812622,0.0005424933624453843
0,2477949-B2,2477949-B2,0,0,0,0,0,True,True,True,True,9.56491470336914,4.959643363952637,4.60223913192749,0.003147606737911701,9.56491470336914,4.959643363952637,4.60223913192749,0.003147606737911701,0.3029108941555023,0.6970891356468201,0.0007274357485584915
0,2477977-B3,2477977-B3,0,0,1,0,1,True,False,True,False,0.6854085922241211,-0.11276674270629883,0.7951434254646301,-0.00572649110108614,0.6854085922241211,0.11276674270629883,0.7951434254646301,0.00572649110108614,0.019842464476823807,0.9801575541496277,0.0004239385307300836
0,2482056-B4,2482056-B4,0,0,0,0,0,True,True,True,True,10.029211044311523,4.833630561828613,5.1925482749938965,0.002826778683811426,10.029211044311523,4.833630561828613,5.1925482749938965,0.002826778683811426,0.3388447165489197,0.6611552834510803,0.0006974858115427196
0,2482896-B2,2482896-B2,0,0,0,0,0,True,True,True,True,9.383057594299316,4.760934829711914,4.619091033935547,0.0014572604559361935,9.383057594299316,4.760934829711914,4.619091033935547,0.0014572604559361935,0.28585702180862427,0.7141429781913757,0.0003636749170254916
0,2482969-B,2482969-B,0,0,0,0,0,True,True,True,True,9.236761093139648,4.5343194007873535,4.699410438537598,0.001217035693116486,9.236761093139648,4.5343194007873535,4.699410438537598,0.001217035693116486,0.3290647864341736,0.6709352135658264,0.0003641002404037863
0,2483211-B2,2483211-B2,0,0,0,0,0,True,True,True,True,10.386116027832031,4.880877494812012,5.502205848693848,0.006132479757070541,10.386116027832031,4.880877494812012,5.502205848693848,0.006132479757070541,0.3244960308074951,0.6755039691925049,0.0009958044392988086
0,2483846-B,2483846-B,0,0,0,0,0,True,True,True,True,11.31236743927002,5.410590171813965,5.898745059967041,0.0060339923948049545,11.31236743927002,5.410590171813965,5.898745059967041,0.0060339923948049545,0.3396085202693939,0.6603915095329285,0.0009339124080725014
0,2483961-B3,2483961-B3,0,0,0,0,0,True,True,True,True,9.052301406860352,4.373385906219482,4.675882816314697,0.002752636093646288,9.052301406860352,4.373385906219482,4.675882816314697,0.002752636093646288,0.3062566816806793,0.6937432885169983,0.0006662555388174951
0,2483993-B2,2483993-B2,0,0,0,0,0,True,True,True,True,4.74168062210083,2.501227378845215,2.237421989440918,-0.007538796402513981,4.74168062210083,2.501227378845215,2.237421989440918,0.007538796402513981,0.20490354299545288,0.7950964570045471,0.0009604274528101087
0,2484727-B2,2484727-B2,0,0,0,0,0,True,True,True,True,10.175911903381348,4.866905689239502,5.305974960327148,0.005514008458703756,10.175911903381348,4.866905689239502,5.305974960327148,0.005514008458703756,0.31327566504478455,0.6867243051528931,0.0007560118683613837
0,2484771-B3,2484771-B3,0,0,0,0,0,True,True,True,True,7.327994346618652,3.8468785285949707,3.478083610534668,-0.007090247701853514,7.327994346618652,3.8468785285949707,3.478083610534668,0.007090247701853514,0.3340231478214264,0.665976881980896,0.0011982336873188615
0,2484791-B3,2484791-B3,0,0,0,0,0,True,True,True,True,10.985174179077148,5.243524551391602,5.738618850708008,0.00566423824056983,10.985174179077148,5.243524551391602,5.738618850708008,0.00566423824056983,0.33802634477615356,0.6619736552238464,0.0009272538009099662
0,2485275-B2,2485275-B2,0,1,1,0,1,False,False,True,False,-0.19481515884399414,-0.5757570266723633,0.37790921330451965,-0.0018350151367485523,0.19481515884399414,0.5757570266723633,0.37790921330451965,0.0018350151367485523,0.07378677278757095,0.9262132048606873,9.475703700445592e-05
0,2485969-B2,2485969-B2,0,0,0,0,0,True,True,True,True,10.22696304321289,4.901856422424316,5.322073936462402,0.002951208269223571,10.22696304321289,4.901856422424316,5.322073936462402,0.002951208269223571,0.354337215423584,0.645662784576416,0.0006684911204501987
0,2486687-B3,2486687-B3,0,0,0,0,0,True,True,True,True,8.549882888793945,4.308269500732422,4.238580703735352,-0.0027843350544571877,8.549882888793945,4.308269500732422,4.238580703735352,0.0027843350544571877,0.385806143283844,0.6141937971115112,0.00012635774328373373
0,2486833-B2,2486833-B2,0,0,0,0,0,True,True,True,True,11.181487083435059,5.2449445724487305,5.933509826660156,0.005269657354801893,11.181487083435059,5.2449445724487305,5.933509826660156,0.005269657354801893,0.3508777320384979,0.6491222977638245,0.0008894075872376561
0,2487140-B2,2487140-B2,0,0,0,0,0,True,True,True,True,8.07674503326416,3.976128101348877,4.097585201263428,-0.0011690672254189849,8.07674503326416,3.976128101348877,4.097585201263428,0.0011690672254189849,0.3166614770889282,0.6833385229110718,0.00017312748241238296
0,2487146-B2,2487146-B2,0,0,0,0,0,True,True,True,True,10.12459659576416,4.72529935836792,5.396265029907227,0.0022768513299524784,10.12459659576416,4.72529935836792,5.396265029907227,0.0022768513299524784,0.36550313234329224,0.6344968676567078,0.000612232310231775
0,2487237-B2,2487237-B2,0,0,0,0,0,True,True,True,True,3.4930062294006348,2.2618234157562256,1.2281510829925537,-0.004815432243049145,3.4930062294006348,2.2618234157562256,1.2281510829925537,0.004815432243049145,0.08782585710287094,0.9121741056442261,0.00039896610542200506
0,2487274-B2,2487274-B2,0,0,0,0,0,True,True,True,True,9.537443161010742,5.021710395812988,4.512701034545898,0.002823740243911743,9.537443161010742,5.021710395812988,4.512701034545898,0.002823740243911743,0.3106638789176941,0.6893361210823059,0.0005473276250995696
0,2487376-B2,2487376-B2,0,0,0,0,0,True,True,True,True,10.236398696899414,4.917276859283447,5.316088676452637,-0.0010637326631695032,10.236398696899414,4.917276859283447,5.316088676452637,0.0010637326631695032,0.4088405966758728,0.591159462928772,0.00017655891133472323
0,2487558-B2,2487558-B2,0,0,0,0,0,True,True,True,True,4.715603828430176,2.2927112579345703,2.419860363006592,0.003454797901213169,4.715603828430176,2.2927112579345703,2.419860363006592,0.003454797901213169,0.2438458800315857,0.7561541795730591,0.0005149260396137834
0,2488039-B2,2488039-B2,0,0,0,0,0,True,True,True,True,7.728279113769531,3.7426488399505615,3.982598304748535,-0.003148052841424942,7.728279113769531,3.7426488399505615,3.982598304748535,0.003148052841424942,0.3516077399253845,0.6483923196792603,0.0001794576528482139
0,2488050-B3,2488050-B3,0,0,0,0,0,True,True,True,True,11.711716651916504,5.4451904296875,6.26349401473999,0.007630869280546904,11.711716651916504,5.4451904296875,6.26349401473999,0.007630869280546904,0.3504640460014343,0.6495359539985657,0.0010097352787852287
0,2488330-B2,2488330-B2,0,0,0,0,0,True,True,True,True,7.439716339111328,3.6353650093078613,3.801318883895874,-0.004380960948765278,7.439716339111328,3.6353650093078613,3.801318883895874,0.004380960948765278,0.35165345668792725,0.6483465433120728,0.00045478870742954314
0,2488769-B2,2488769-B2,0,0,0,0,0,True,True,True,True,8.704797744750977,4.3191657066345215,4.382600784301758,-0.0016808987129479647,8.704797744750977,4.3191657066345215,4.382600784301758,0.0016808987129479647,0.3882220387458801,0.6117779612541199,0.00010460233897902071
0,2489137-B4,2489137-B4,0,0,0,0,0,True,True,True,True,11.516301155090332,5.273050308227539,6.240218639373779,0.00419258838519454,11.516301155090332,5.273050308227539,6.240218639373779,0.00419258838519454,0.3743206560611725,0.6256793141365051,0.0007434866856783628
0,2489203-B,2489203-B,0,0,0,0,0,True,True,True,True,10.324317932128906,5.188569068908691,5.132716178894043,0.006000138353556395,10.324317932128906,5.188569068908691,5.132716178894043,0.006000138353556395,0.29771119356155396,0.7022888660430908,0.0009808160830289125
0,25012253B3,25012253B3,0,0,0,0,0,True,True,True,True,11.389962196350098,4.557091236114502,6.829840183258057,0.007600541692227125,11.389962196350098,4.557091236114502,6.829840183258057,0.007600541692227125,0.4122825264930725,0.5877175331115723,0.000991231994703412
0,25012785B2,25012785B2,0,0,0,0,0,True,True,True,True,6.612879753112793,3.5938210487365723,3.016026258468628,-0.007160058245062828,6.612879753112793,3.5938210487365723,3.016026258468628,0.007160058245062828,0.2827368378639221,0.7172631621360779,0.001138456747867167
0,25013871B6,25013871B6,0,0,0,0,0,True,True,True,True,7.037487506866455,3.743866205215454,3.2905893325805664,-0.0023499466478824615,7.037487506866455,3.743866205215454,3.2905893325805664,0.0023499466478824615,0.258423775434494,0.7415761947631836,5.5650460126344115e-05
0,25014124B2,25014124B2,0,0,0,0,0,True,True,True,True,6.298577308654785,3.4738688468933105,2.8216757774353027,-0.0014128986513242126,6.298577308654785,3.4738688468933105,2.8216757774353027,0.0014128986513242126,0.3117741346359253,0.6882258653640747,0.0002673279377631843
0,25014217B3,25014217B3,0,0,0,0,0,True,True,True,True,9.978941917419434,4.454864501953125,5.521045684814453,0.006173599045723677,9.978941917419434,4.454864501953125,5.521045684814453,0.006173599045723677,0.3366484045982361,0.6633515357971191,0.0008341526845470071
0,25014268B,25014268B,0,0,0,0,0,True,True,True,True,9.29397964477539,4.575443267822266,4.715504169464111,-0.0004551275633275509,9.29397964477539,4.575443267822266,4.715504169464111,0.0004551275633275509,0.3746439516544342,0.6253560781478882,0.0003323329146951437
0,25014311B2,25014311B2,0,0,0,0,0,True,True,True,True,10.771822929382324,5.035712242126465,5.7330780029296875,0.0037746692541986704,10.771822929382324,5.035712242126465,5.7330780029296875,0.0037746692541986704,0.3620518147945404,0.637948215007782,0.0007873746799305081
0,25014318B,25014318B,0,0,0,0,0,True,True,True,True,10.945123672485352,5.151785373687744,5.790306091308594,0.0027962003368884325,10.945123672485352,5.151785373687744,5.790306091308594,0.0027962003368884325,0.3701663911342621,0.6298335790634155,0.0006733220652677119
0,25014684B,25014684B,0,0,0,0,0,True,True,True,True,5.878079891204834,2.668389081954956,3.2066588401794434,0.0028874643612653017,5.878079891204834,2.668389081954956,3.2066588401794434,0.0028874643612653017,0.2127574235200882,0.787242591381073,0.0010527075501158834
0,25015070B2,25015070B2,0,0,0,0,0,True,True,True,True,9.179277420043945,4.614253044128418,4.561991214752197,0.0021389820612967014,9.179277420043945,4.614253044128418,4.561991214752197,0.0021389820612967014,0.31137335300445557,0.6886265873908997,0.0006046969210729003
0,25015087B2,25015087B2,0,1,1,1,1,False,False,False,False,-3.5811057090759277,-2.2830162048339844,-1.3011212348937988,-0.009299082681536674,3.5811057090759277,2.2830162048339844,1.3011212348937988,0.009299082681536674,0.4149380326271057,0.5850619077682495,3.514334821375087e-05
0,25015204B2,25015204B2,0,0,0,0,0,True,True,True,True,7.4619669914245605,3.7407336235046387,3.718201160430908,-0.003317591268569231,7.4619669914245605,3.7407336235046387,3.718201160430908,0.003317591268569231,0.3269669711589813,0.6730329990386963,0.0001915356406243518
0,25015422B,25015422B,0,0,0,0,0,True,True,True,True,7.559603691101074,3.8687851428985596,3.68778657913208,0.0005392853636294603,7.559603691101074,3.8687851428985596,3.68778657913208,0.0005392853636294603,0.321836918592453,0.6781630516052246,0.0003481835301499814
0,25015607B2,25015607B2,0,0,0,0,0,True,True,True,True,8.867109298706055,4.357397556304932,4.506678581237793,-0.001708994503132999,8.867109298706055,4.357397556304932,4.506678581237793,0.001708994503132999,0.34796831011772156,0.652031660079956,7.952615851536393e-05
0,25015622B2,25015622B2,0,0,0,0,0,True,True,True,True,9.075995445251465,4.545383453369141,4.527580261230469,-0.00024106435012072325,9.075995445251465,4.545383453369141,4.527580261230469,0.00024106435012072325,0.33935174345970154,0.6606482863426208,0.00025373988319188356
0,25015811B3,25015811B3,0,0,0,0,0,True,True,True,True,11.34012222290039,5.249910354614258,6.087180137634277,0.0030731763690710068,11.34012222290039,5.249910354614258,6.087180137634277,0.0030731763690710068,0.37979140877723694,0.6202086210250854,0.0006860178546048701
0,25015820B,25015820B,0,0,0,0,0,True,True,True,True,6.753785610198975,3.1626949310302734,3.5880584716796875,-0.004775034263730049,6.753785610198975,3.1626949310302734,3.5880584716796875,0.004775034263730049,0.32627543807029724,0.6737245321273804,0.0004971211892552674
0,25015870B3,25015870B3,0,0,0,0,0,True,True,True,True,11.045652389526367,5.067191123962402,5.975429534912109,0.003895673668012023,11.045652389526367,5.067191123962402,5.975429534912109,0.003895673668012023,0.37013834714889526,0.6298616528511047,0.0007946820696815848
0,25017211B2,25017211B2,0,0,0,0,0,True,True,True,True,10.466120719909668,4.873433589935303,5.589655876159668,0.0005966621683910489,10.466120719909668,4.873433589935303,5.589655876159668,0.0005966621683910489,0.37955334782600403,0.6204466223716736,0.0002768070553429425
0,25017355B1,25017355B1,0,0,0,0,0,True,True,True,True,7.328489303588867,3.829275369644165,3.496180772781372,-0.0023978252429515123,7.328489303588867,3.829275369644165,3.496180772781372,0.0023978252429515123,0.3263525366783142,0.6736475229263306,1.747663009155076e-05
0,25017711B,25017711B,0,0,0,0,0,True,True,True,True,9.197084426879883,4.3510613441467285,4.842990398406982,0.0017865094123408198,9.197084426879883,4.3510613441467285,4.842990398406982,0.0017865094123408198,0.324664831161499,0.675335168838501,0.0005002201651223004
0,25017948B3,25017948B3,0,0,0,0,0,True,True,True,True,9.722318649291992,4.691841125488281,5.027444839477539,0.0012205196544528008,9.722318649291992,4.691841125488281,5.027444839477539,0.0012205196544528008,0.33356350660324097,0.666436493396759,0.00036365006235428154
0,25019384B2,25019384B2,0,0,0,0,0,True,True,True,True,9.36492919921875,4.123499870300293,5.238397121429443,0.0030219759792089462,9.36492919921875,4.123499870300293,5.238397121429443,0.0030219759792089462,0.32875970005989075,0.6712403297424316,0.0007568496512249112
