metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9699337121212122,0.9051808406647117,0.9175257731958762,0.9476799242424242,0.8934659090909092,0.8181818181818182,0.96875,0.9506493596072351
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
