metric_name,count,mean,std,median,min,max
full_margin,194,7.875254577736265,4.771415978302968,9.127487182617188,-10.85998249053955,15.353958129882812
concept_margin,194,3.8301541998828808,2.308556552293293,4.457871913909912,-4.804748058319092,7.411592483520508
visual_margin,194,4.043427526259546,2.616148297840818,4.659642696380615,-6.060468673706055,8.136981964111328
csg_margin,194,0.0018566192167369438,0.009803758977023501,-0.0007807452348060906,-0.025453127920627594,0.027970943599939346
full_top1_margin,194,8.418599057904224,3.730044906487719,9.158030033111572,0.05305144190788269,15.353958129882812
concept_top1_margin,194,4.144446251625867,1.6802023144255773,4.484036922454834,0.022196292877197266,7.411592483520508
visual_top1_margin,194,4.335036250042546,2.09785575939478,4.672489166259766,0.01856359839439392,8.136981964111328
csg_top1_margin,194,0.007326131190302945,0.006774107083446212,0.004981378559023142,6.626732647418976e-05,0.027970943599939346
visual_contribution_ratio,194,0.45735244609453934,0.21119863511408601,0.38257475197315216,0.008460914716124535,0.9964627027511597
concept_contribution_ratio,194,0.542647554561947,0.2111986375250033,0.6174252331256866,0.0035372485872358084,0.9915391206741333
csg_contribution_ratio,194,0.0006693994577097928,0.0007821174067775219,0.00042741057404782623,2.610362116683973e-06,0.005680143367499113
