flip_type,fold,sample_id,slide_id,label,pred_full,pred_concept_only,pred_visual_only,pred_full_without_visual,full_correct,concept_correct,visual_correct,full_without_visual_correct,full_margin,concept_margin,visual_margin,csg_margin,visual_contribution_ratio,concept_contribution_ratio,csg_contribution_ratio
concept_only_correct_full_wrong,0,2471959-B2,2471959-B2,0,1,0,1,0,False,True,False,True,-0.2002696394920349,1.3011326789855957,-1.506636619567871,-0.00494425930082798,0.9915151596069336,0.008484850637614727,5.110448182676919e-05
concept_only_correct_full_wrong,0,25023687B2,25023687B2,0,1,0,1,0,False,True,False,True,-0.05305144190788269,1.4241127967834473,-1.4823987483978271,-0.009462673217058182,0.4061620235443115,0.5938380360603333,0.0010464783990755677
visual_only_correct_concept_wrong,0,25020556B4,25020556B4,1,1,0,1,0,True,False,True,False,1.369645595550537,-1.3096331357955933,2.6845130920410156,0.003174950834363699,0.6217086911201477,0.3782912790775299,0.0002820607915055007
visual_only_correct_concept_wrong,0,25033447B4,25033447B4,1,0,0,1,0,False,False,True,False,-2.9722867012023926,-3.209665536880493,0.24261309206485748,0.007557140663266182,0.23286014795303345,0.7671397924423218,0.0013553089229390025
concept_only_wrong_full_correct,0,25020556B4,25020556B4,1,1,0,1,0,True,False,True,False,1.369645595550537,-1.3096331357955933,2.6845130920410156,0.003174950834363699,0.6217086911201477,0.3782912790775299,0.0002820607915055007
full_without_visual_correct_full_wrong,0,2471959-B2,2471959-B2,0,1,0,1,0,False,True,False,True,-0.2002696394920349,1.3011326789855957,-1.506636619567871,-0.00494425930082798,0.9915151596069336,0.008484850637614727,5.110448182676919e-05
full_without_visual_correct_full_wrong,0,25023687B2,25023687B2,0,1,0,1,0,False,True,False,True,-0.05305144190788269,1.4241127967834473,-1.4823987483978271,-0.009462673217058182,0.4061620235443115,0.5938380360603333,0.0010464783990755677
full_correct_full_without_visual_wrong,0,25020556B4,25020556B4,1,1,0,1,0,True,False,True,False,1.369645595550537,-1.3096331357955933,2.6845130920410156,0.003174950834363699,0.6217086911201477,0.3782912790775299,0.0002820607915055007
