metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9789299242424243,0.9239146830784083,0.9329896907216495,0.9461410984848484,0.9161931818181819,0.8636363636363636,0.96875,0.9571569115054306
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
