metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9699337121212122,0.6913456913456913,0.7783505154639175,0.9519412878787878,0.6779119318181819,0.36363636363636365,0.9921875,0.9405470964447806
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
