metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9680397727272727,0.9129029361587502,0.9226804123711341,0.9351325757575757,0.9083806818181819,0.8636363636363636,0.953125,0.9396965296427424
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
