metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9655463288425447,0.9008458164727425,0.9100956145505048,0.9663566200627145,0.9026201757853538,0.8790592492085029,0.9261811023622046,0.9235299539911026
std,0.017630800097096198,0.03354646308998131,0.031694840849565184,0.013808670196386997,0.028617379657131774,0.0461386025420846,0.049243100783418904,0.04143307218777755
