variant,smoke_completed,checkpoint_exists,test_auc,test_acc,test_f1,balanced_acc,sensitivity,specificity,pr_auc,log_has_traceback,log_has_nan_or_inf,gate_mean,gate_std,gate_min,gate_max,gate_range,conflict_gate_mean,non_conflict_gate_mean,conflict_minus_nonconflict,recommend_for_step49,warning
v2_gain2_g08,True,True,0.973248106060606,0.8917525773195877,0.8702341137123746,0.8482481060606061,0.7121212121212122,0.984375,0.939597998013274,False,False,0.931816570230366,0.0016590352169152671,0.9280582666397095,0.9330165386199951,0.0049582719802856445,0.9300931004377512,0.9320832976982707,-0.0019901972605195217,False,
v2_gain4_g08,True,True,0.9731297348484848,0.8917525773195877,0.8702341137123746,0.8482481060606061,0.7121212121212122,0.984375,0.9395759890765488,False,False,0.9946056997653135,0.0002725083719205976,0.9938971400260925,0.9947939515113831,0.0008968114852905273,0.9943401242295901,0.9946431927821215,-0.00030306855253148246,False,
v2_confprior_g08,True,True,0.973248106060606,0.8917525773195877,0.8702341137123746,0.8482481060606061,0.7121212121212122,0.984375,0.939597998013274,False,False,0.9318019713937622,0.0017462802409804535,0.927527129650116,0.9330074191093445,0.005480289459228516,0.9293598945324237,0.9321799118603978,-0.0028200173279741003,False,
v2_varreg_g08,True,True,0.973248106060606,0.8917525773195877,0.8702341137123746,0.8482481060606061,0.7121212121212122,0.984375,0.939597998013274,False,False,0.931816570230366,0.0016590352169152671,0.9280582666397095,0.9330165386199951,0.0049582719802856445,0.9300931004377512,0.9320832976982707,-0.0019901972605195217,False,
