fold,epoch,train_loss,train_acc,train_auc,train_f1,val_loss,val_acc,val_auc,val_f1,duration_seconds
1,1,0.4326727464887442,0.8224137931034483,0.8670122264867646,0.7959134869960611,0.2768529691690214,0.8865979381443299,0.9624763257575757,0.8792029887920298,13.67
1,2,0.24532993476695364,0.9172413793103449,0.957002862079426,0.9082024294701856,0.23102915493505,0.9175257731958762,0.9590435606060606,0.9081439393939394,13.43
1,3,0.21336790653600976,0.9189655172413793,0.9690446985584088,0.909787374865558,0.3826020005229289,0.8402061855670103,0.9644886363636364,0.797610634359751,13.73
1,4,0.16969854255871253,0.95,0.9783431593663857,0.9446052713913562,0.27233448272544564,0.9020618556701031,0.9520596590909092,0.8887983829607506,12.54
1,5,0.15469917976661235,0.9379310344827586,0.9842915364222689,0.9313157894736842,0.3054072066527052,0.8917525773195876,0.9524147727272727,0.8837162837162837,13.03
1,6,0.1369565300032138,0.9568965517241379,0.9861512285838643,0.9521311540353437,0.2989353649168949,0.9123711340206185,0.9513494318181819,0.9020405738557045,14.3
1,7,0.11900353434800215,0.9517241379310345,0.9906487819675807,0.9461902426740534,0.33764196890286857,0.9123711340206185,0.9522964015151515,0.9027568922305764,12.49
1,8,0.10836055247582564,0.9586206896551724,0.9927063137208351,0.9541012147350927,0.43625971607294917,0.8969072164948454,0.9403409090909092,0.88043880192284,14.42
1,9,0.09876059145785175,0.9568965517241379,0.9934581041691396,0.9521311540353437,0.44758817020474734,0.8865979381443299,0.9344223484848484,0.8762898550724638,12.75
1,10,0.08177534762865685,0.9689655172413794,0.9955288252285046,0.9655759110513196,0.41003373434030194,0.8969072164948454,0.9429450757575757,0.8814760508308895,13.06
1,11,0.0561345701301877,0.9827586206896551,0.9978237644917501,0.9808755061396219,0.37968023131555495,0.9175257731958762,0.9499289772727273,0.9088024444705606,13.58
1,12,0.07259407006944348,0.9775862068965517,0.9959640723301548,0.9751678802788838,0.4834616013946879,0.8865979381443299,0.9379734848484849,0.8696236559139785,13.15
1,13,0.07808835340279584,0.9775862068965517,0.9956475289835002,0.9751678802788838,0.5140775471372411,0.865979381443299,0.9366714015151515,0.8416823603264281,13.02
1,14,0.03896409866046552,0.9844827586206897,0.9989052875928197,0.9827672154527237,0.5063081988025768,0.8969072164948454,0.9417613636363636,0.8851799242424243,14.01
1,15,0.015597464800016045,0.9982758620689656,0.999934053469447,0.9980852461614138,0.5483989940620706,0.8917525773195876,0.9437736742424243,0.8815249949108674,12.97
1,16,0.09863774950398606,0.9655172413793104,0.9937878368219047,0.961751012279244,0.4652878441255892,0.8917525773195876,0.9418797348484849,0.879876160990712,13.67
1,17,0.044991159637449665,0.9827586206896551,0.9985359870217227,0.9809210526315789,0.5334635381963727,0.8917525773195876,0.9434185606060606,0.8760760456273764,12.98
1,18,0.013839460771121944,0.996551724137931,0.9999472427755576,0.9961751012279244,0.5642281752181397,0.8969072164948454,0.9402225378787878,0.8867880485527544,14.25
1,19,0.011223427268251568,0.9982758620689656,0.9999736213877788,0.9980852461614138,0.6863400697407647,0.8608247422680413,0.9347182765151516,0.8513409961685823,13.73
1,20,0.03469424539756071,0.9862068965517241,0.9992086416333636,0.984663387804749,0.5589575707465272,0.865979381443299,0.9354876893939394,0.8528244631185808,13.66
2,1,0.47330627857450525,0.7931034482758621,0.8424559733460258,0.7625675454396594,0.19326326534402263,0.9432989690721649,0.9776707016100599,0.9356201164509609,14.01
2,2,0.242647403766374,0.9051724137931034,0.9603099053360833,0.8946885388777561,0.1353029343500594,0.9587628865979382,0.9891879186743447,0.953726893261777,15.26
2,3,0.23437427538878622,0.9172413793103449,0.9630334761224814,0.9079803268284944,0.14590652769319856,0.9587628865979382,0.9894229639205547,0.9533653846153847,14.67
2,4,0.19687198463163502,0.9327586206896552,0.9716801523084245,0.925679871467576,0.14286360325598993,0.9484536082474226,0.9837818780115173,0.9430015277941004,14.63
2,5,0.18671668882964476,0.9327586206896552,0.9761092601406738,0.9253246002951362,0.21928545296523413,0.9123711340206185,0.9945939593371724,0.8969729155602761,13.42
2,6,0.1581218146323471,0.943103448275862,0.9833809297160083,0.9366592206502855,0.19481319558120228,0.9278350515463918,0.9871900340815607,0.9163071613459879,14.47
2,7,0.13805949199583256,0.9551724137931035,0.9853112274578243,0.9505112957639243,0.22622541579551478,0.9278350515463918,0.9961217534375367,0.915547263681592,13.42
2,8,0.1307745028810414,0.9517241379310345,0.9884843196361521,0.9463218573166217,0.09666091597646581,0.9639175257731959,0.9922435068750735,0.9599587203302373,14.64
2,9,0.17580813683160723,0.9362068965517242,0.9779602305780316,0.9288062608026381,0.19495374397958642,0.9226804123711341,0.9921259842519685,0.9099266412851703,14.61
2,10,0.1092251125449052,0.9637931034482758,0.9911153419006822,0.9597901693896888,0.11934548245571744,0.9690721649484536,0.9928311199905981,0.9652951699463328,13.1
2,11,0.11360927533913535,0.95,0.9897799989423025,0.9441995017101757,0.33230644257413045,0.9020618556701031,0.9843694911270419,0.8837480682499133,14.3
2,12,0.104598444993216,0.9568965517241379,0.992794436511714,0.9520145610987011,0.1256227487532735,0.9536082474226804,0.9942413914678576,0.9473255498235135,12.26
2,13,0.07074680636771562,0.9741379310344828,0.9966285895605268,0.9712786924212062,0.13532901959266364,0.9536082474226804,0.9893054412974497,0.9473255498235135,12.53
2,14,0.08012172298738748,0.9758620689655172,0.9950420434713628,0.9732257085954708,0.12400786598708019,0.9587628865979382,0.9933012104830179,0.9533653846153847,13.58
2,15,0.05876023142832545,0.9810344827586207,0.997712729388122,0.9788864068834284,0.12926571936189807,0.9536082474226804,0.9927135973674932,0.948139127335373,13.88
