metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.9612413699888176,0.90274418394331,0.9132097644356605,0.9540105986264098,0.8999825719291874,0.8579375848032564,0.9420275590551181,0.9375773806993069
std,0.019549393055411445,0.020500905061106085,0.018337607724224197,0.019524688562479346,0.020844728411275514,0.05140171736477262,0.03367546678215466,0.026995038686579143
