fold,epoch,train_loss,train_acc,train_auc,train_f1,val_loss,val_acc,val_auc,val_f1,duration_seconds
1,1,14.275405946792043,0.9574468085106383,0.9358974358974359,0.9160714285714285,118.15848388671876,0.1333333333333333,0.5,0.11764705882352941,4.21
