,folds,test_auc,test_acc,test_f1,val_auc,balanced_acc,sensitivity,specificity,pr_auc
0,0,0.9783380681818181,0.9226804123711341,0.9129029361587502,0.9462594696969697,0.9083806818181819,0.8636363636363636,0.953125,0.9581381647525238
