branch,available,num_samples,logit_space,acc,balanced_acc,macro_f1,auc,pr_auc
full,True,194,post_calibration,0.9432989690721649,0.9350142045454546,0.9366144889654557,0.970407196969697,0.945615945961251
concept_only,True,194,post_calibration,0.9329896907216495,0.9198626893939394,0.9245158780042502,0.96875,0.9473902474892608
full_without_visual,True,194,post_calibration,0.9329896907216495,0.9198626893939394,0.9245158780042502,0.96875,0.9473902474892608
visual_only,True,194,post_calibration,0.9226804123711341,0.9120501893939394,0.9135652122256215,0.9662642045454546,0.9345546965339085
low_only,True,194,post_calibration,0.7628865979381443,0.7359138257575757,0.7359138257575757,0.80859375,0.7332710715692539
high_only,True,194,post_calibration,0.9123711340206185,0.9005681818181819,0.9020405738557045,0.95703125,0.904405515526641
csg_only,True,194,post_calibration,0.5515463917525774,0.5207149621212122,0.5182531753960326,0.5260416666666666,0.42287730868049955
