,folds,test_auc,test_acc,test_f1
0,0,0.7916666666666666,0.6907216494845361,0.6796917996697853
1,1,0.8786695075757577,0.8247422680412371,0.8122723132969034
2,2,0.9740275002938066,0.9432989690721649,0.9383433012626043
3,3,0.9195299451204964,0.8186528497409327,0.8135265700483092
4,4,0.9272846575996182,0.8963730569948186,0.8872136512388966
