metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.6000000000000001,0.4411764705882353,0.7894736842105263,0.6714285714285715,0.5,0.0,1.0,0.49523809523809526
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
