metric,test_auc,test_f1,test_acc,val_auc,balanced_acc,sensitivity,specificity,pr_auc
mean,0.957679694427825,0.9002616630390532,0.910079589765504,0.9559984670865429,0.9004656917408305,0.8700135685210313,0.93091781496063,0.9223974192565743
std,0.018028581458798508,0.024119789233594292,0.02223640238151983,0.027092819214368957,0.021540477927861523,0.031450298083735964,0.030061255021237188,0.03118361835190722
