,folds,test_auc,test_acc,test_f1,val_auc,balanced_acc,sensitivity,specificity,pr_auc
0,1,0.9302793560606061,0.8556701030927835,0.8242753623188406,0.9788459278411094,0.8025568181818181,0.6363636363636364,0.96875,0.8894368917508481
