branch,available,num_samples,logit_space,acc,balanced_acc,macro_f1,auc,pr_auc
full,True,194,post_calibration,0.9072164948453608,0.8929924242424243,0.8958855098389982,0.9558475378787878,0.9457900823935966
concept_only,True,194,post_calibration,0.9226804123711341,0.8973721590909092,0.9107225034514497,0.9596354166666666,0.9436870320871037
full_without_visual,True,194,post_calibration,0.9226804123711341,0.8973721590909092,0.9107225034514497,0.9596354166666666,0.9436870320871037
visual_only,True,194,post_calibration,0.8865979381443299,0.8810369318181819,0.8754668534080299,0.9467329545454546,0.9338946612668929
low_only,True,194,post_calibration,0.7783505154639175,0.7292850378787878,0.7394020805348162,0.8197206439393938,0.7820228016987703
high_only,True,194,post_calibration,0.9020618556701031,0.8670691287878788,0.8848520820967792,0.9415246212121213,0.9042937435532575
csg_only,True,194,post_calibration,0.8247422680412371,0.7864583333333333,0.7967459632688279,0.8824573863636365,0.7992874861188147
